setting_name,split_label,split_seed,model_name,pooling,layer,n_stored,n_probe,decision_noise_std,corruption_mode,noise_std,max_shift,occlusion_frac,mean_pairwise_cosine_similarity,mean_pairwise_cosine_distance,pairwise_cosine_similarity_std,pairwise_cosine_distance_std,ident_accuracy,gen_accuracy
occ50_dnoise001_s40,stored_40_seed_3,3,vit_base_patch16_224,cls,layer_1,40,80,0.01,occlusion,5.0,2,0.5,0.9977739748666726,0.0022260251333273634,0.001004966640070443,0.001004966640070443,0.0,2.5
occ50_dnoise001_s40,stored_40_seed_3,3,vit_base_patch16_224,cls,layer_2,40,80,0.01,occlusion,5.0,2,0.5,0.9970336490207276,0.0029663509792725727,0.0012104935764295482,0.001210493576429548,0.0,1.25
occ50_dnoise001_s40,stored_40_seed_3,3,vit_base_patch16_224,cls,layer_3,40,80,0.01,occlusion,5.0,2,0.5,0.9935173970551516,0.006482602944848352,0.0021888964760956938,0.0021888964760956938,2.5,1.25
occ50_dnoise001_s40,stored_40_seed_3,3,vit_base_patch16_224,cls,layer_4,40,80,0.01,occlusion,5.0,2,0.5,0.9847696015380769,0.015230398461923136,0.005444174242899971,0.0054441742428999705,20.0,1.25
occ50_dnoise001_s40,stored_40_seed_3,3,vit_base_patch16_224,cls,layer_5,40,80,0.01,occlusion,5.0,2,0.5,0.9646123136125454,0.0353876863874547,0.009709454528966177,0.009709454528966177,52.5,5.0
occ50_dnoise001_s40,stored_40_seed_3,3,vit_base_patch16_224,cls,layer_6,40,80,0.01,occlusion,5.0,2,0.5,0.9353178189024298,0.06468218109757018,0.017362411197673247,0.017362411197673247,82.5,6.25
occ50_dnoise001_s40,stored_40_seed_3,3,vit_base_patch16_224,cls,layer_7,40,80,0.01,occlusion,5.0,2,0.5,0.9469746086827052,0.05302539131729467,0.012474404949382309,0.012474404949382309,60.0,10.0
occ50_dnoise001_s40,stored_40_seed_3,3,vit_base_patch16_224,cls,layer_8,40,80,0.01,occlusion,5.0,2,0.5,0.9525646578084643,0.04743534219153564,0.008047583733619705,0.008047583733619705,55.00000000000001,11.25
occ50_dnoise001_s40,stored_40_seed_3,3,vit_base_patch16_224,cls,layer_9,40,80,0.01,occlusion,5.0,2,0.5,0.9476025628632773,0.052397437136722694,0.008708080553437783,0.008708080553437783,55.00000000000001,17.5
occ50_dnoise001_s40,stored_40_seed_3,3,vit_base_patch16_224,cls,layer_10,40,80,0.01,occlusion,5.0,2,0.5,0.8487951319154432,0.15120486808455685,0.04058880959530333,0.04058880959530333,70.0,48.75
occ50_dnoise001_s40,stored_40_seed_3,3,vit_base_patch16_224,cls,layer_11,40,80,0.01,occlusion,5.0,2,0.5,0.8797769903765577,0.1202230096234423,0.024131078469911985,0.024131078469911985,85.0,47.5
