model_name,seed,metric,preprocess_mode,task_mode,pooling,n_per_color,run_n_per_color,n_stored_per_color,square_size,ident_noise_std,ident_max_shift,ident_occlusion_frac,ident_decision_noise_std,color_only_jitter_std,layer,ident_accuracy,ident_avg_target_sim,ident_avg_best_wrong_sim,ident_avg_margin,gen_accuracy,gen_avg_target_sim,gen_avg_best_wrong_sim,gen_avg_margin,avg_margin
vit_base_patch16_clip_224.openai,0,cosine,l2_only,mixed_color_position,cls,12,12,2,56,5.0,2,0.5,0.01,0.0,layer_6,0.0,0.9124625483451374,0.9176702261457345,-0.005207677800597148,48.333333333333336,0.9904075548489957,0.9906348530408223,-0.0002272981918266618,-0.002717487996211905
vit_base_patch16_clip_224.openai,0,cosine,l2_only,mixed_color_position,cls,12,12,4,56,5.0,2,0.5,0.01,0.0,layer_0,4.166666666666666,0.9871943414903527,0.9893339562908076,-0.002139614800454858,27.083333333333332,0.9979433143338875,0.9988417761378381,-0.0008984618039506037,-0.0015190383022027308
vit_base_patch16_clip_224.openai,0,cosine,l2_only,mixed_color_position,cls,12,12,4,56,5.0,2,0.5,0.01,0.0,layer_11,16.666666666666664,0.8145630382908765,0.8417627388582103,-0.02719970056733384,27.083333333333332,0.9566047350169171,0.9692508977193105,-0.012646162702393318,-0.01992293163486358
vit_base_patch16_clip_224.openai,0,cosine,l2_only,mixed_color_position,cls,12,12,4,56,5.0,2,0.5,0.01,0.0,layer_6,4.166666666666666,0.9126215284840565,0.9206271077560203,-0.008005579271963834,35.41666666666667,0.9907022561965961,0.9928374100043627,-0.0021351538077665233,-0.005070366539865178
vit_base_patch16_clip_224.openai,0,cosine,l2_only,mixed_color_position,cls,12,12,6,56,5.0,2,0.5,0.01,0.0,layer_0,2.7777777777777777,0.9874220171121743,0.9894892591242345,-0.002067242012059924,30.555555555555557,0.9980602462199086,0.9989706426317481,-0.0009103964118396041,-0.0014888192119497641
vit_base_patch16_clip_224.openai,0,cosine,l2_only,mixed_color_position,cls,12,12,6,56,5.0,2,0.5,0.01,0.0,layer_11,13.88888888888889,0.8142458298350659,0.8444650839973005,-0.030219254162234612,47.22222222222222,0.9681101926616977,0.9752611740702627,-0.007150981408564859,-0.018685117785399736
vit_base_patch16_clip_224.openai,0,cosine,l2_only,mixed_color_position,cls,12,12,6,56,5.0,2,0.5,0.01,0.0,layer_6,8.333333333333332,0.9128892203195844,0.9207700759091613,-0.007880855589576859,41.66666666666667,0.9923202359029047,0.9936357137331827,-0.0013154778302782906,-0.004598166709927575
vit_base_patch16_clip_224.openai,0,cosine,l2_only,color_only,cls,12,12,2,56,5.0,2,0.5,0.01,8.0,layer_0,0.0,0.9845393789837668,0.9873801668605565,-0.002840787876789939,81.66666666666667,0.9999764025187646,0.9999214390842533,5.4963434511279274e-05,-0.0013929122211393298
vit_base_patch16_clip_224.openai,0,cosine,l2_only,color_only,cls,12,12,2,56,5.0,2,0.5,0.01,8.0,layer_11,0.0,0.7613041477362912,0.7798950164106869,-0.018590868674395578,93.33333333333333,0.9982914278479945,0.9959996152418865,0.0022918126061080143,-0.008149528034143781
vit_base_patch16_clip_224.openai,0,cosine,l2_only,color_only,cls,12,12,2,56,5.0,2,0.5,0.01,8.0,layer_6,0.0,0.8955164673366144,0.901171603984028,-0.005655136647413628,86.66666666666667,0.9998672217089214,0.9996714095289441,0.00019581217997731345,-0.002729662233718157
vit_base_patch16_clip_224.openai,0,cosine,l2_only,color_only,cls,12,12,4,56,5.0,2,0.5,0.01,8.0,layer_0,4.166666666666666,0.9846067972309479,0.9874033318549591,-0.0027965346240112023,79.16666666666666,0.9999891842389763,0.9999774706844399,1.1713554536494272e-05,-0.001392410534737354
vit_base_patch16_clip_224.openai,0,cosine,l2_only,color_only,cls,12,12,4,56,5.0,2,0.5,0.01,8.0,layer_11,0.0,0.7692894420200247,0.7962414792533385,-0.026952037233313964,81.25,0.999258790145188,0.9983073732945549,0.0009514168506331878,-0.013000310191340387
vit_base_patch16_clip_224.openai,0,cosine,l2_only,color_only,cls,12,12,4,56,5.0,2,0.5,0.01,8.0,layer_6,4.166666666666666,0.8979349695485266,0.9033972033087521,-0.005462233760225509,87.5,0.9999259163898536,0.9998378393484137,8.807704143981114e-05,-0.0026870783593928487
vit_base_patch16_clip_224.openai,0,cosine,l2_only,color_only,cls,12,12,6,56,5.0,2,0.5,0.01,8.0,layer_0,2.7777777777777777,0.9846128834330892,0.9874353899747254,-0.002822506541636115,77.77777777777779,0.9999909218797681,0.9999841203277475,6.8015520205781206e-06,-0.0014078524948077686
vit_base_patch16_clip_224.openai,0,cosine,l2_only,color_only,cls,12,12,6,56,5.0,2,0.5,0.01,8.0,layer_11,0.0,0.7697277818741299,0.7976196593750926,-0.027891877500962805,80.55555555555556,0.9993913835777091,0.9989197369818581,0.00047164659585076526,-0.01371011545255602
vit_base_patch16_clip_224.openai,0,cosine,l2_only,color_only,cls,12,12,6,56,5.0,2,0.5,0.01,8.0,layer_6,0.0,0.897111309786825,0.9026629220601055,-0.005551612273280545,83.33333333333334,0.9999372710740592,0.9998934914610751,4.377961298400302e-05,-0.002753916330148271
vit_base_patch16_clip_224.openai,0,cosine,l2_only,position_only,cls,12,72,2,56,5.0,2,0.5,0.01,0.0,layer_0,50.0,0.9741564386113426,0.9741888336059318,-3.2394994589124426e-05,44.285714285714285,0.9996406921225548,0.9996476854513048,-6.9933287499125895e-06,-1.969416166951851e-05
vit_base_patch16_clip_224.openai,0,cosine,l2_only,position_only,cls,12,72,2,56,5.0,2,0.5,0.01,0.0,layer_11,0.0,0.7796491328615394,0.7918221582674647,-0.012173025405925297,50.0,0.9539393354447433,0.9579870857029044,-0.004047750258160806,-0.008110387832043053
vit_base_patch16_clip_224.openai,0,cosine,l2_only,position_only,cls,12,72,2,56,5.0,2,0.5,0.01,0.0,layer_6,50.0,0.8923989470233902,0.8937143914996398,-0.0013154444762495943,48.57142857142857,0.9901595544718479,0.9904700996278251,-0.0003105451559770648,-0.0008129948161133295
vit_base_patch16_clip_224.openai,0,cosine,l2_only,position_only,cls,12,72,4,56,5.0,2,0.5,0.01,0.0,layer_0,0.0,0.9716385147944909,0.9743250749540281,-0.0026865601595371102,36.76470588235294,0.9996628664783126,0.9997510734582,-8.820697988772078e-05,-0.0013873835697124155
vit_base_patch16_clip_224.openai,0,cosine,l2_only,position_only,cls,12,72,4,56,5.0,2,0.5,0.01,0.0,layer_11,50.0,0.8138392196370906,0.8407898748383384,-0.02695065520124773,47.05882352941176,0.9622848732107862,0.9677383099056529,-0.005453436694866816,-0.016202045948057273
vit_base_patch16_clip_224.openai,0,cosine,l2_only,position_only,cls,12,72,4,56,5.0,2,0.5,0.01,0.0,layer_6,0.0,0.8892882996106639,0.8930482517169784,-0.0037599521063144403,42.64705882352941,0.9907944880077901,0.992195816997903,-0.0014013289901127213,-0.002580640548213581
vit_base_patch16_clip_224.openai,0,cosine,l2_only,position_only,cls,12,72,6,56,5.0,2,0.5,0.01,0.0,layer_0,0.0,0.9733278750097979,0.9765500428187753,-0.003222167808977494,28.78787878787879,0.9996405776603243,0.9998000372476569,-0.00015945958733253263,-0.0016908136981550134
vit_base_patch16_clip_224.openai,0,cosine,l2_only,position_only,cls,12,72,6,56,5.0,2,0.5,0.01,0.0,layer_11,33.33333333333333,0.819465243204728,0.8467987670824925,-0.027333523877764294,45.45454545454545,0.9699346898381028,0.9732082366023508,-0.003273546764247853,-0.015303535321006072
vit_base_patch16_clip_224.openai,0,cosine,l2_only,position_only,cls,12,72,6,56,5.0,2,0.5,0.01,0.0,layer_6,0.0,0.8897037628020774,0.8927342650885942,-0.0030305022865167452,37.878787878787875,0.9923387904031781,0.9935664078261359,-0.0012276174229581222,-0.0021290598547374336
vit_base_patch16_clip_224.openai,0,cosine,l2_only,mixed_color_position,mean_tokens,12,12,2,56,5.0,2,0.5,0.01,0.0,layer_0,0.0,0.8229764035912357,0.8273417742354564,-0.00436537064422086,65.0,0.9984732200407169,0.9983277429837502,0.00014547705696707307,-0.0021099467936268935
vit_base_patch16_clip_224.openai,0,cosine,l2_only,mixed_color_position,mean_tokens,12,12,2,56,5.0,2,0.5,0.01,0.0,layer_11,0.0,0.9331300487941873,0.9368952302096113,-0.0037651814154240626,48.333333333333336,0.9893459079077176,0.9895026005711794,-0.00015669266346166795,-0.0019609370394428655
vit_base_patch16_clip_224.openai,0,cosine,l2_only,mixed_color_position,mean_tokens,12,12,2,56,5.0,2,0.5,0.01,0.0,layer_6,0.0,0.9096055070495085,0.9135810878289212,-0.003975580779412781,35.0,0.9935746837004371,0.9946755466822699,-0.0011008629818327787,-0.00253822188062278
vit_base_patch16_clip_224.openai,0,cosine,l2_only,mixed_color_position,mean_tokens,12,12,4,56,5.0,2,0.5,0.01,0.0,layer_0,8.333333333333332,0.8195425563221775,0.8264832307798008,-0.0069406744576232205,47.91666666666667,0.9985890288844956,0.9986658841072581,-7.685522276226532e-05,-0.003508764840192743
vit_base_patch16_clip_224.openai,0,cosine,l2_only,mixed_color_position,mean_tokens,12,12,4,56,5.0,2,0.5,0.01,0.0,layer_11,4.166666666666666,0.9298618104108436,0.935742306090309,-0.00588049567946541,31.25,0.9903057364639968,0.9922755432755466,-0.001969806811549716,-0.003925151245507563
vit_base_patch16_clip_224.openai,0,cosine,l2_only,mixed_color_position,mean_tokens,12,12,4,56,5.0,2,0.5,0.01,0.0,layer_6,12.5,0.9090088255246002,0.9147934465305765,-0.005784621005976496,33.33333333333333,0.9941819258738299,0.9956008318453072,-0.0014189059714773897,-0.003601763488726943
vit_base_patch16_clip_224.openai,0,cosine,l2_only,mixed_color_position,mean_tokens,12,12,6,56,5.0,2,0.5,0.01,0.0,layer_0,2.7777777777777777,0.8167255313973079,0.8237212304195318,-0.006995699022224084,61.111111111111114,0.9989173792918016,0.9987669222624143,0.00015045702938747284,-0.0034226209964183054
vit_base_patch16_clip_224.openai,0,cosine,l2_only,mixed_color_position,mean_tokens,12,12,6,56,5.0,2,0.5,0.01,0.0,layer_11,2.7777777777777777,0.9297910600675521,0.9371929760895754,-0.007401916022023534,47.22222222222222,0.9930232181614664,0.9938090955009888,-0.000785877339522416,-0.004093896680772975
vit_base_patch16_clip_224.openai,0,cosine,l2_only,mixed_color_position,mean_tokens,12,12,6,56,5.0,2,0.5,0.01,0.0,layer_6,5.555555555555555,0.9096776042776946,0.916888125930272,-0.007210521652577347,55.55555555555556,0.9956068180293626,0.9959837974947057,-0.0003769794653430938,-0.0037937505589602204
vit_base_patch16_clip_224.openai,0,cosine,l2_only,color_only,mean_tokens,12,12,2,56,5.0,2,0.5,0.01,8.0,layer_0,0.0,0.826322837920952,0.8314700808784402,-0.005147242957487919,88.33333333333333,0.9999949812876108,0.9999867945891895,8.18669842115316e-06,-0.002569528129533383
vit_base_patch16_clip_224.openai,0,cosine,l2_only,color_only,mean_tokens,12,12,2,56,5.0,2,0.5,0.01,8.0,layer_11,0.0,0.9213466079707929,0.9252849723671354,-0.00393836439634244,86.66666666666667,0.9998417893959929,0.999667942510843,0.0001738468851499549,-0.0018822587555962428
vit_base_patch16_clip_224.openai,0,cosine,l2_only,color_only,mean_tokens,12,12,2,56,5.0,2,0.5,0.01,8.0,layer_6,0.0,0.9044886001299223,0.907198171180169,-0.0027095710502468193,91.66666666666666,0.9999586999379656,0.9998939375022675,6.476243569834376e-05,-0.0013224043072742379
vit_base_patch16_clip_224.openai,0,cosine,l2_only,color_only,mean_tokens,12,12,4,56,5.0,2,0.5,0.01,8.0,layer_0,0.0,0.8227782703631291,0.8280455742718112,-0.0052673039086822875,89.58333333333334,0.9999975425490307,0.9999942071721932,3.3353768375289175e-06,-0.002631984265922379
vit_base_patch16_clip_224.openai,0,cosine,l2_only,color_only,mean_tokens,12,12,4,56,5.0,2,0.5,0.01,8.0,layer_11,4.166666666666666,0.9186580610067595,0.9228149354131788,-0.0041568744064192685,83.33333333333334,0.9999319054134842,0.9998411176010001,9.078781248404953e-05,-0.0020330432969676094
vit_base_patch16_clip_224.openai,0,cosine,l2_only,color_only,mean_tokens,12,12,4,56,5.0,2,0.5,0.01,8.0,layer_6,8.333333333333332,0.9047296068179116,0.9074065085781015,-0.0026769017601898787,89.58333333333334,0.9999779760814596,0.9999495235545083,2.8452526951124508e-05,-0.001324224616619377
vit_base_patch16_clip_224.openai,0,cosine,l2_only,color_only,mean_tokens,12,12,6,56,5.0,2,0.5,0.01,8.0,layer_0,2.7777777777777777,0.8222752441141514,0.8274856413348753,-0.005210397220723954,83.33333333333334,0.9999980330456274,0.9999962680857618,1.7649598654677511e-06,-0.002604316130429243
vit_base_patch16_clip_224.openai,0,cosine,l2_only,color_only,mean_tokens,12,12,6,56,5.0,2,0.5,0.01,8.0,layer_11,2.7777777777777777,0.9179059558086452,0.9221337742851957,-0.004227818476550694,77.77777777777779,0.9999440213002754,0.9998893075455357,5.47137547396406e-05,-0.002086552360905527
vit_base_patch16_clip_224.openai,0,cosine,l2_only,color_only,mean_tokens,12,12,6,56,5.0,2,0.5,0.01,8.0,layer_6,0.0,0.9044689265905337,0.9072689414892748,-0.002800014898741327,83.33333333333334,0.9999815358037449,0.999967156182004,1.437962174091139e-05,-0.0013928176385002078
vit_base_patch16_clip_224.openai,0,cosine,l2_only,position_only,mean_tokens,12,72,2,56,5.0,2,0.5,0.01,0.0,layer_0,50.0,0.8311066176935786,0.8305893687094478,0.0005172489841309136,71.42857142857143,0.9990610573269566,0.9986957319192247,0.0003653254077318757,0.00044128719593139465
vit_base_patch16_clip_224.openai,0,cosine,l2_only,position_only,mean_tokens,12,72,2,56,5.0,2,0.5,0.01,0.0,layer_11,50.0,0.9335229036389097,0.9364634696840222,-0.002940566045112558,62.857142857142854,0.9911937566403276,0.9895041699126076,0.001689586727720238,-0.00062548965869616
vit_base_patch16_clip_224.openai,0,cosine,l2_only,position_only,mean_tokens,12,72,2,56,5.0,2,0.5,0.01,0.0,layer_6,50.0,0.9026915163280981,0.9043945400269056,-0.001703023698807482,62.857142857142854,0.9943860827730374,0.99315246752966,0.0012336152433773664,-0.00023470422771505782
