setting_value,optimum_c,gen_accuracy,ident_accuracy
0.3,1.7333333333333334,67.55555555555556,85.0
0.5,1.4190476190476191,53.77777777777777,92.22222222222221
0.7,1.4190476190476191,42.888888888888886,96.11111111111113
1.0,1.2095238095238094,31.555555555555557,92.22222222222223
1.3,1.2095238095238094,27.777777777777775,93.8888888888889
1.5,1.2095238095238094,25.333333333333332,96.66666666666667
1.7,1.2095238095238094,23.11111111111111,98.8888888888889
