setting_value,optimum_c,gen_accuracy,ident_accuracy
uniform,1.4190476190476191,53.77777777777777,92.22222222222221
clustered,1.7333333333333334,49.333333333333336,93.33333333333333
biased,1.5238095238095237,65.11111111111111,83.8888888888889
