setting_name,model_name,pooling,layer,dam_n,dam_beta,dam_alpha,dam_lmbda,dam_steps_multiplier,n_stored,n_probe,decision_noise_std,corruption_mode,noise_std,max_shift,occlusion_frac,neurons,n_splits,ident_accuracy_mean,ident_accuracy_std,gen_accuracy_mean,gen_accuracy_std,mean_pairwise_cosine_similarity_mean,mean_pairwise_cosine_similarity_std,mean_pairwise_cosine_distance_mean,mean_pairwise_cosine_distance_std,pairwise_cosine_similarity_std_mean,pairwise_cosine_similarity_std_std,pairwise_cosine_distance_std_mean,pairwise_cosine_distance_std_std
occ50_dnoise001_s80,vit_base_patch16_224,cls,layer_0,2,0.02,0.1,0.05,2,80,40,0.01,occlusion,5.0,2,0.5,768,5,7.25,2.669269563007828,2.0,2.449489742783178,0.999746595933982,9.0910010062907e-06,0.00025340406601792576,9.09100100633535e-06,0.00018126854512559245,1.8640671762159792e-05,0.00018126854512559245,1.8640671762159792e-05
occ50_dnoise001_s80,vit_base_patch16_224,cls,layer_1,2,0.02,0.1,0.05,2,80,40,0.01,occlusion,5.0,2,0.5,768,5,9.25,1.0,4.0,2.0,0.9978343231296316,3.586202702383639e-05,0.002165676870368395,3.5862027023842924e-05,0.0010464648878376302,3.600182018320578e-05,0.0010464648878376302,3.60018201832058e-05
occ50_dnoise001_s80,vit_base_patch16_224,cls,layer_2,2,0.02,0.1,0.05,2,80,40,0.01,occlusion,5.0,2,0.5,768,5,14.25,3.122498999199199,3.5,3.0,0.9971017039320925,2.8553943072840695e-05,0.002898296067907495,2.855394307283087e-05,0.0012060967689545173,5.2762363799941704e-05,0.0012060967689545173,5.276236379994171e-05
occ50_dnoise001_s80,vit_base_patch16_224,cls,layer_3,2,0.02,0.1,0.05,2,80,40,0.01,occlusion,5.0,2,0.5,768,5,59.75,6.955213871621778,7.0,1.8708286933869707,0.9935250163642525,4.645346671801947e-05,0.006474983635747561,4.6453466718013985e-05,0.002162988825045078,7.806724506500129e-05,0.002162988825045078,7.806724506500129e-05
occ50_dnoise001_s80,vit_base_patch16_224,cls,layer_4,2,0.02,0.1,0.05,2,80,40,0.01,occlusion,5.0,2,0.5,768,5,92.5,1.9364916731037085,9.5,2.9154759474226504,0.9845593878243974,0.0001515927841871328,0.015440612175602603,0.00015159278418720146,0.005683608542934514,0.00018110271417369814,0.005683608542934514,0.00018110271417369811
occ50_dnoise001_s80,vit_base_patch16_224,cls,layer_5,2,0.02,0.1,0.05,2,80,40,0.01,occlusion,5.0,2,0.5,768,5,99.5,0.6123724356957945,8.5,4.636809247747852,0.964942666653595,0.00039261343026817985,0.03505733334640502,0.00039261343026818506,0.010092863834327689,0.00026256971635078326,0.010092863834327687,0.00026256971635078337
occ50_dnoise001_s80,vit_base_patch16_224,cls,layer_6,2,0.02,0.1,0.05,2,80,40,0.01,occlusion,5.0,2,0.5,768,5,98.0,1.0,12.0,3.3166247903554,0.9370075965812024,0.0004087353636846245,0.06299240341879755,0.00040873536368458014,0.017240444874445583,0.00013150412050146108,0.017240444874445583,0.00013150412050146092
occ50_dnoise001_s80,vit_base_patch16_224,cls,layer_7,2,0.02,0.1,0.05,2,80,40,0.01,occlusion,5.0,2,0.5,768,5,98.5,0.9354143466934853,18.0,4.0,0.9498720816655372,0.00042328957839939184,0.05012791833446295,0.0004232895783993688,0.011495476671848125,0.00013579555306853668,0.011495476671848125,0.00013579555306853668
occ50_dnoise001_s80,vit_base_patch16_224,cls,layer_8,2,0.02,0.1,0.05,2,80,40,0.01,occlusion,5.0,2,0.5,768,5,96.0,0.5,28.0,4.847679857416329,0.9552634252214782,0.00039655277514091597,0.04473657477852189,0.00039655277514095744,0.008375135137640492,0.00021234443837762096,0.008375135137640492,0.00021234443837762096
occ50_dnoise001_s80,vit_base_patch16_224,cls,layer_9,2,0.02,0.1,0.05,2,80,40,0.01,occlusion,5.0,2,0.5,768,5,95.25,0.9354143466934853,46.0,3.0,0.9486354362055728,0.0005893197554667617,0.051364563794427165,0.0005893197554667521,0.009490232081952887,0.00025238124656432124,0.009490232081952887,0.00025238124656432124
occ50_dnoise001_s80,vit_base_patch16_224,cls,layer_10,2,0.02,0.1,0.05,2,80,40,0.01,occlusion,5.0,2,0.5,768,5,94.75,1.4577379737113252,60.5,4.847679857416329,0.8569251427178886,0.0031251701714054103,0.14307485728211136,0.0031251701714053574,0.03666078217535107,0.0009240222468062922,0.03666078217535107,0.0009240222468062932
occ50_dnoise001_s80,vit_base_patch16_224,cls,layer_11,2,0.02,0.1,0.05,2,80,40,0.01,occlusion,5.0,2,0.5,768,5,91.5,1.8371173070873836,61.0,5.830951894845297,0.8812244345396548,0.0007484131074324407,0.11877556546034522,0.0007484131074323996,0.023746066400280437,0.0004643678781721775,0.023746066400280437,0.0004643678781721775
occ50_dnoise001_s80,vit_base_patch16_224,cls,layer_0,4,0.02,0.1,0.05,2,80,40,0.01,occlusion,5.0,2,0.5,768,5,7.0,1.695582495781317,2.5,2.23606797749979,0.999746595933982,9.0910010062907e-06,0.00025340406601792576,9.09100100633535e-06,0.00018126854512559245,1.8640671762159792e-05,0.00018126854512559245,1.8640671762159792e-05
