kind,setting_name,model_name,dam_n,distance_rank,layer,mean_pairwise_cosine_distance_mean,gen_accuracy_mean,ident_accuracy_mean
dam,occ50_s80,vit_base_patch16_clip_224.openai,2,8,layer_7,0.08873193891148354,4.5,99.25
dam,occ50_s80,vit_base_patch16_clip_224.openai,2,9,layer_6,0.09995758587000672,2.0,100.0
dam,occ50_s80,vit_base_patch16_clip_224.openai,2,10,layer_10,0.11812006553996397,22.5,39.0
dam,occ50_s80,vit_base_patch16_clip_224.openai,2,11,layer_11,0.44180558684802873,54.5,46.75
dam,occ50_s80,vit_base_patch16_clip_224.openai,4,0,layer_0,0.004145276462240954,4.0,2.75
dam,occ50_s80,vit_base_patch16_clip_224.openai,4,1,layer_1,0.004264526728543379,4.5,13.75
dam,occ50_s80,vit_base_patch16_clip_224.openai,4,2,layer_2,0.011685380041813041,9.0,56.0
dam,occ50_s80,vit_base_patch16_clip_224.openai,4,3,layer_3,0.022585480551770207,7.0,90.0
dam,occ50_s80,vit_base_patch16_clip_224.openai,4,4,layer_4,0.04692665682744766,8.0,98.75
dam,occ50_s80,vit_base_patch16_clip_224.openai,4,5,layer_9,0.05191352354543745,10.0,50.25
dam,occ50_s80,vit_base_patch16_clip_224.openai,4,6,layer_8,0.06284427268347667,4.0,84.75
dam,occ50_s80,vit_base_patch16_clip_224.openai,4,7,layer_5,0.08151550115899317,5.0,100.0
dam,occ50_s80,vit_base_patch16_clip_224.openai,4,8,layer_7,0.08873193891148354,4.0,99.25
dam,occ50_s80,vit_base_patch16_clip_224.openai,4,9,layer_6,0.09995758587000672,2.0,100.0
dam,occ50_s80,vit_base_patch16_clip_224.openai,4,10,layer_10,0.11812006553996397,22.5,39.0
dam,occ50_s80,vit_base_patch16_clip_224.openai,4,11,layer_11,0.44180558684802873,55.5,46.0
dam,occ50_s80,vit_base_patch16_clip_224.openai,6,0,layer_0,0.004145276462240954,5.0,3.25
dam,occ50_s80,vit_base_patch16_clip_224.openai,6,1,layer_1,0.004264526728543379,5.0,14.25
dam,occ50_s80,vit_base_patch16_clip_224.openai,6,2,layer_2,0.011685380041813041,10.0,56.25
dam,occ50_s80,vit_base_patch16_clip_224.openai,6,3,layer_3,0.022585480551770207,7.5,90.75
dam,occ50_s80,vit_base_patch16_clip_224.openai,6,4,layer_4,0.04692665682744766,8.0,98.75
dam,occ50_s80,vit_base_patch16_clip_224.openai,6,5,layer_9,0.05191352354543745,10.5,49.5
dam,occ50_s80,vit_base_patch16_clip_224.openai,6,6,layer_8,0.06284427268347667,4.0,84.5
dam,occ50_s80,vit_base_patch16_clip_224.openai,6,7,layer_5,0.08151550115899317,5.0,100.0
dam,occ50_s80,vit_base_patch16_clip_224.openai,6,8,layer_7,0.08873193891148354,4.5,99.25
dam,occ50_s80,vit_base_patch16_clip_224.openai,6,9,layer_6,0.09995758587000672,2.0,100.0
dam,occ50_s80,vit_base_patch16_clip_224.openai,6,10,layer_10,0.11812006553996397,23.0,39.25
dam,occ50_s80,vit_base_patch16_clip_224.openai,6,11,layer_11,0.44180558684802873,55.5,47.0
dam,occ50_s80,vit_base_patch16_clip_224.openai,8,0,layer_0,0.004145276462240954,4.5,3.0
dam,occ50_s80,vit_base_patch16_clip_224.openai,8,1,layer_1,0.004264526728543379,4.5,14.0
dam,occ50_s80,vit_base_patch16_clip_224.openai,8,2,layer_2,0.011685380041813041,8.5,55.5
dam,occ50_s80,vit_base_patch16_clip_224.openai,8,3,layer_3,0.022585480551770207,7.0,90.25
dam,occ50_s80,vit_base_patch16_clip_224.openai,8,4,layer_4,0.04692665682744766,8.0,99.0
dam,occ50_s80,vit_base_patch16_clip_224.openai,8,5,layer_9,0.05191352354543745,10.5,51.0
dam,occ50_s80,vit_base_patch16_clip_224.openai,8,6,layer_8,0.06284427268347667,4.0,84.0
dam,occ50_s80,vit_base_patch16_clip_224.openai,8,7,layer_5,0.08151550115899317,5.0,100.0
dam,occ50_s80,vit_base_patch16_clip_224.openai,8,8,layer_7,0.08873193891148354,4.0,99.25
dam,occ50_s80,vit_base_patch16_clip_224.openai,8,9,layer_6,0.09995758587000672,2.0,100.0
dam,occ50_s80,vit_base_patch16_clip_224.openai,8,10,layer_10,0.11812006553996397,22.5,38.5
dam,occ50_s80,vit_base_patch16_clip_224.openai,8,11,layer_11,0.44180558684802873,55.0,47.5
