setting_name,model_name,pooling,layer,n_stored,n_probe,decision_noise_std,corruption_mode,noise_std,max_shift,occlusion_frac,n_splits,ident_accuracy_mean,ident_accuracy_std,gen_accuracy_mean,gen_accuracy_std,mean_pairwise_cosine_similarity_mean,mean_pairwise_cosine_similarity_std,mean_pairwise_cosine_distance_mean,mean_pairwise_cosine_distance_std,pairwise_cosine_similarity_std_mean,pairwise_cosine_similarity_std_std,pairwise_cosine_distance_std_mean,pairwise_cosine_distance_std_std
occ50_dnoise001_s40,vit_base_patch16_224,cls,layer_0,40,80,0.01,occlusion,5.0,2,0.5,5,2.5,2.23606797749979,2.5,0.7905694150420949,0.9997190523091918,3.425594157573745e-05,0.0002809476908081568,3.4255941575672984e-05,0.00020154916942315512,4.448487019052162e-05,0.00020154916942315512,4.448487019052162e-05
occ50_dnoise001_s40,vit_base_patch16_224,cls,layer_1,40,80,0.01,occlusion,5.0,2,0.5,5,3.5,2.0,2.25,0.9354143466934853,0.9977889840939669,0.00012118767044084107,0.0022110159060332577,0.00012118767044080097,0.0010509641689445445,6.897279845760987e-05,0.0010509641689445443,6.89727984576098e-05
occ50_dnoise001_s40,vit_base_patch16_224,cls,layer_2,40,80,0.01,occlusion,5.0,2,0.5,5,3.5,2.0,2.0,1.0,0.9970827691662294,0.00014074891821752984,0.002917230833770506,0.00014074891821758834,0.0011620966218129753,7.672797009319451e-05,0.0011620966218129753,7.672797009319456e-05
occ50_dnoise001_s40,vit_base_patch16_224,cls,layer_3,40,80,0.01,occlusion,5.0,2,0.5,5,6.5,3.0,1.75,1.2747548783981961,0.993479304096781,0.0001994511452275979,0.0065206959032190984,0.00019945114522759526,0.0020924114653250742,0.00015846240807401994,0.0020924114653250742,0.00015846240807401994
occ50_dnoise001_s40,vit_base_patch16_224,cls,layer_4,40,80,0.01,occlusion,5.0,2,0.5,5,17.5,3.1622776601683795,2.5,1.5811388300841898,0.9845521325093841,0.0003512591828552193,0.015447867490615965,0.0003512591828551682,0.00546786595627667,0.00035482652584641815,0.00546786595627667,0.00035482652584641815
occ50_dnoise001_s40,vit_base_patch16_224,cls,layer_5,40,80,0.01,occlusion,5.0,2,0.5,5,53.0,6.403124237432849,5.25,2.8939592256975564,0.9646050147196107,0.0005967401529773369,0.035394985280389354,0.0005967401529773446,0.009740839339293515,0.0003424216643960595,0.009740839339293515,0.0003424216643960595
occ50_dnoise001_s40,vit_base_patch16_224,cls,layer_6,40,80,0.01,occlusion,5.0,2,0.5,5,72.0,8.124038404635963,9.0,2.5495097567963922,0.9368786553846146,0.001318325160826131,0.06312134461538547,0.0013183251608261646,0.016986720749263117,0.000916689322445057,0.016986720749263117,0.000916689322445057
occ50_dnoise001_s40,vit_base_patch16_224,cls,layer_7,40,80,0.01,occlusion,5.0,2,0.5,5,52.5,9.082951062292473,9.0,1.4577379737113252,0.9489855057135903,0.0013501613239418715,0.05101449428640962,0.0013501613239418355,0.011597312662769433,0.0008690592874781181,0.011597312662769433,0.0008690592874781181
occ50_dnoise001_s40,vit_base_patch16_224,cls,layer_8,40,80,0.01,occlusion,5.0,2,0.5,5,46.0,8.602325267042628,10.5,1.8708286933869713,0.9543128572355813,0.001350881643168472,0.045687142764418556,0.0013508816431684718,0.008239857533270185,0.0004718368590399577,0.008239857533270185,0.0004718368590399577
occ50_dnoise001_s40,vit_base_patch16_224,cls,layer_9,40,80,0.01,occlusion,5.0,2,0.5,5,48.5,7.000000000000001,18.75,1.7677669529663689,0.9479277940993761,0.001520383981633096,0.05207220590062382,0.0015203839816330376,0.00907123385702295,0.000321529542170967,0.00907123385702295,0.000321529542170967
