kind,setting_name,model_name,dam_n,distance_rank,layer,mean_pairwise_cosine_distance_mean,gen_accuracy_mean,ident_accuracy_mean
dam,occ50_dnoise001_s100,vit_base_patch16_clip_224.openai,6,6,layer_8,0.06228683225574373,7.0,84.8
dam,occ50_dnoise001_s100,vit_base_patch16_clip_224.openai,6,7,layer_5,0.08126832736545943,9.0,100.0
dam,occ50_dnoise001_s100,vit_base_patch16_clip_224.openai,6,8,layer_7,0.08714186143016948,5.0,99.2
dam,occ50_dnoise001_s100,vit_base_patch16_clip_224.openai,6,9,layer_6,0.09948490749061586,7.0,100.0
dam,occ50_dnoise001_s100,vit_base_patch16_clip_224.openai,6,10,layer_10,0.11717078842833739,26.0,34.8
dam,occ50_dnoise001_s100,vit_base_patch16_clip_224.openai,6,11,layer_11,0.4426367970112068,49.0,44.8
dam,occ50_dnoise001_s100,vit_base_patch16_clip_224.openai,8,0,layer_0,0.004252440860461804,1.0,3.0
dam,occ50_dnoise001_s100,vit_base_patch16_clip_224.openai,8,1,layer_1,0.00430998090247493,3.0,12.2
dam,occ50_dnoise001_s100,vit_base_patch16_clip_224.openai,8,2,layer_2,0.011651046164301165,7.0,51.6
dam,occ50_dnoise001_s100,vit_base_patch16_clip_224.openai,8,3,layer_3,0.022430769792225223,7.0,87.8
dam,occ50_dnoise001_s100,vit_base_patch16_clip_224.openai,8,4,layer_4,0.04665607010750842,10.0,99.2
dam,occ50_dnoise001_s100,vit_base_patch16_clip_224.openai,8,5,layer_9,0.051638793314766784,18.0,45.2
dam,occ50_dnoise001_s100,vit_base_patch16_clip_224.openai,8,6,layer_8,0.06228683225574373,7.0,84.8
dam,occ50_dnoise001_s100,vit_base_patch16_clip_224.openai,8,7,layer_5,0.08126832736545943,9.0,99.8
dam,occ50_dnoise001_s100,vit_base_patch16_clip_224.openai,8,8,layer_7,0.08714186143016948,5.0,99.2
dam,occ50_dnoise001_s100,vit_base_patch16_clip_224.openai,8,9,layer_6,0.09948490749061586,7.0,100.0
dam,occ50_dnoise001_s100,vit_base_patch16_clip_224.openai,8,10,layer_10,0.11717078842833739,27.0,33.4
dam,occ50_dnoise001_s100,vit_base_patch16_clip_224.openai,8,11,layer_11,0.4426367970112068,51.0,44.4
