kind,setting_name,model_name,dam_n,distance_rank,layer,mean_pairwise_cosine_distance_mean,gen_accuracy_mean,ident_accuracy_mean
dam,occ50_dnoise001_s80,vit_base_patch16_clip_224.openai,6,6,layer_8,0.06284427268347667,4.0,84.0
dam,occ50_dnoise001_s80,vit_base_patch16_clip_224.openai,6,7,layer_5,0.08151550115899317,5.0,99.75
dam,occ50_dnoise001_s80,vit_base_patch16_clip_224.openai,6,8,layer_7,0.08873193891148354,4.0,99.25
dam,occ50_dnoise001_s80,vit_base_patch16_clip_224.openai,6,9,layer_6,0.09995758587000672,2.0,100.0
dam,occ50_dnoise001_s80,vit_base_patch16_clip_224.openai,6,10,layer_10,0.11812006553996397,23.0,37.0
dam,occ50_dnoise001_s80,vit_base_patch16_clip_224.openai,6,11,layer_11,0.44180558684802873,55.5,46.25
dam,occ50_dnoise001_s80,vit_base_patch16_clip_224.openai,8,0,layer_0,0.0041452764622409545,4.0,3.0
dam,occ50_dnoise001_s80,vit_base_patch16_clip_224.openai,8,1,layer_1,0.004264526728543378,5.0,13.0
dam,occ50_dnoise001_s80,vit_base_patch16_clip_224.openai,8,2,layer_2,0.011685380041813043,8.5,56.25
dam,occ50_dnoise001_s80,vit_base_patch16_clip_224.openai,8,3,layer_3,0.022585480551770207,7.5,90.75
dam,occ50_dnoise001_s80,vit_base_patch16_clip_224.openai,8,4,layer_4,0.046926656827447684,7.5,98.75
dam,occ50_dnoise001_s80,vit_base_patch16_clip_224.openai,8,5,layer_9,0.05191352354543745,9.0,49.25
dam,occ50_dnoise001_s80,vit_base_patch16_clip_224.openai,8,6,layer_8,0.06284427268347667,4.0,83.75
dam,occ50_dnoise001_s80,vit_base_patch16_clip_224.openai,8,7,layer_5,0.08151550115899317,5.0,99.75
dam,occ50_dnoise001_s80,vit_base_patch16_clip_224.openai,8,8,layer_7,0.08873193891148354,4.5,99.25
dam,occ50_dnoise001_s80,vit_base_patch16_clip_224.openai,8,9,layer_6,0.09995758587000672,2.0,100.0
dam,occ50_dnoise001_s80,vit_base_patch16_clip_224.openai,8,10,layer_10,0.11812006553996397,22.5,37.75
dam,occ50_dnoise001_s80,vit_base_patch16_clip_224.openai,8,11,layer_11,0.44180558684802873,55.0,46.25
