kind,setting_name,model_name,dam_n,distance_rank,layer,mean_pairwise_cosine_distance_mean,gen_accuracy_mean,ident_accuracy_mean
dam,easy_s40,vit_base_patch16_clip_224.openai,6,2,layer_2,0.011764694230573755,9.5,66.5
dam,easy_s40,vit_base_patch16_clip_224.openai,6,3,layer_3,0.02240619143057118,8.0,43.0
dam,easy_s40,vit_base_patch16_clip_224.openai,6,4,layer_4,0.04696781312528443,8.75,23.0
dam,easy_s40,vit_base_patch16_clip_224.openai,6,5,layer_9,0.05194604199636976,18.0,98.5
dam,easy_s40,vit_base_patch16_clip_224.openai,6,6,layer_8,0.06262455669869482,10.0,95.5
dam,easy_s40,vit_base_patch16_clip_224.openai,6,7,layer_5,0.08159764556042545,7.75,20.5
dam,easy_s40,vit_base_patch16_clip_224.openai,6,8,layer_7,0.08776422503840206,6.25,59.5
dam,easy_s40,vit_base_patch16_clip_224.openai,6,9,layer_6,0.0994009790013222,5.25,17.5
dam,easy_s40,vit_base_patch16_clip_224.openai,6,10,layer_10,0.11812635938697931,32.5,100.0
dam,easy_s40,vit_base_patch16_clip_224.openai,6,11,layer_11,0.44581541515747575,58.75,100.0
dam,easy_s40,vit_base_patch16_clip_224.openai,8,0,layer_0,0.004249250804563318,8.0,100.0
dam,easy_s40,vit_base_patch16_clip_224.openai,8,1,layer_1,0.004316388912321267,8.25,99.0
dam,easy_s40,vit_base_patch16_clip_224.openai,8,2,layer_2,0.011764694230573755,9.0,65.5
dam,easy_s40,vit_base_patch16_clip_224.openai,8,3,layer_3,0.02240619143057118,8.5,42.5
dam,easy_s40,vit_base_patch16_clip_224.openai,8,4,layer_4,0.04696781312528443,9.75,22.5
dam,easy_s40,vit_base_patch16_clip_224.openai,8,5,layer_9,0.05194604199636976,18.25,98.5
dam,easy_s40,vit_base_patch16_clip_224.openai,8,6,layer_8,0.06262455669869482,10.0,94.5
dam,easy_s40,vit_base_patch16_clip_224.openai,8,7,layer_5,0.08159764556042545,7.5,20.0
dam,easy_s40,vit_base_patch16_clip_224.openai,8,8,layer_7,0.08776422503840206,6.75,60.0
dam,easy_s40,vit_base_patch16_clip_224.openai,8,9,layer_6,0.0994009790013222,5.5,17.5
dam,easy_s40,vit_base_patch16_clip_224.openai,8,10,layer_10,0.11812635938697931,32.5,100.0
dam,easy_s40,vit_base_patch16_clip_224.openai,8,11,layer_11,0.44581541515747575,59.25,100.0
