kind,setting_name,model_name,dam_n,distance_rank,layer,mean_pairwise_cosine_distance_mean,gen_accuracy_mean,ident_accuracy_mean
baseline,easy_s40,vit_base_patch16_224,,0,layer_0,0.0002809476908081563,5.5,100.0
baseline,easy_s40,vit_base_patch16_224,,1,layer_1,0.002211015906033268,8.25,100.0
baseline,easy_s40,vit_base_patch16_224,,2,layer_2,0.0029172308337705047,9.25,100.0
baseline,easy_s40,vit_base_patch16_224,,3,layer_3,0.006520695903219112,11.5,99.0
baseline,easy_s40,vit_base_patch16_224,,4,layer_4,0.015447867490615965,12.25,99.0
baseline,easy_s40,vit_base_patch16_224,,5,layer_5,0.03539498528038937,12.25,100.0
baseline,easy_s40,vit_base_patch16_224,,6,layer_8,0.04568714276441857,30.75,100.0
baseline,easy_s40,vit_base_patch16_224,,7,layer_7,0.051014494286409605,18.5,100.0
baseline,easy_s40,vit_base_patch16_224,,8,layer_9,0.052072205900623836,43.0,100.0
baseline,easy_s40,vit_base_patch16_224,,9,layer_6,0.0631213446153855,14.5,100.0
baseline,easy_s40,vit_base_patch16_224,,10,layer_11,0.11712726963719096,52.75,100.0
baseline,easy_s40,vit_base_patch16_224,,11,layer_10,0.143420422621662,51.0,100.0
baseline,easy_s40,vit_base_patch16_clip_224.openai,,0,layer_0,0.004249250804563318,7.25,100.0
baseline,easy_s40,vit_base_patch16_clip_224.openai,,1,layer_1,0.004316388912321267,8.0,99.5
baseline,easy_s40,vit_base_patch16_clip_224.openai,,2,layer_2,0.011764694230573755,10.25,73.5
baseline,easy_s40,vit_base_patch16_clip_224.openai,,3,layer_3,0.02240619143057118,9.25,58.5
baseline,easy_s40,vit_base_patch16_clip_224.openai,,4,layer_4,0.04696781312528443,8.5,34.0
baseline,easy_s40,vit_base_patch16_clip_224.openai,,5,layer_9,0.05194604199636976,14.5,100.0
baseline,easy_s40,vit_base_patch16_clip_224.openai,,6,layer_8,0.06262455669869482,9.5,95.0
baseline,easy_s40,vit_base_patch16_clip_224.openai,,7,layer_5,0.08159764556042545,7.25,28.0
baseline,easy_s40,vit_base_patch16_clip_224.openai,,8,layer_7,0.08776422503840206,7.5,74.0
baseline,easy_s40,vit_base_patch16_clip_224.openai,,9,layer_6,0.0994009790013222,5.0,19.0
baseline,easy_s40,vit_base_patch16_clip_224.openai,,10,layer_10,0.11812635938697931,28.0,100.0
baseline,easy_s40,vit_base_patch16_clip_224.openai,,11,layer_11,0.44581541515747575,56.75,100.0
dam,easy_s40,vit_base_patch16_224,2,0,layer_0,0.0002809476908081563,5.0,100.0
dam,easy_s40,vit_base_patch16_224,2,1,layer_1,0.002211015906033268,6.25,100.0
dam,easy_s40,vit_base_patch16_224,2,2,layer_2,0.0029172308337705047,6.5,100.0
dam,easy_s40,vit_base_patch16_224,2,3,layer_3,0.006520695903219112,9.5,98.0
dam,easy_s40,vit_base_patch16_224,2,4,layer_4,0.015447867490615965,11.5,97.5
dam,easy_s40,vit_base_patch16_224,2,5,layer_5,0.03539498528038937,13.75,100.0
dam,easy_s40,vit_base_patch16_224,2,6,layer_8,0.04568714276441857,30.75,100.0
dam,easy_s40,vit_base_patch16_224,2,7,layer_7,0.051014494286409605,19.75,100.0
dam,easy_s40,vit_base_patch16_224,2,8,layer_9,0.052072205900623836,45.0,100.0
dam,easy_s40,vit_base_patch16_224,2,9,layer_6,0.0631213446153855,14.25,100.0
dam,easy_s40,vit_base_patch16_224,2,10,layer_11,0.11712726963719096,56.25,100.0
dam,easy_s40,vit_base_patch16_224,2,11,layer_10,0.143420422621662,57.0,100.0
dam,easy_s40,vit_base_patch16_224,4,0,layer_0,0.0002809476908081563,5.5,100.0
dam,easy_s40,vit_base_patch16_224,4,1,layer_1,0.002211015906033268,7.0,100.0
dam,easy_s40,vit_base_patch16_224,4,2,layer_2,0.0029172308337705047,6.0,100.0
dam,easy_s40,vit_base_patch16_224,4,3,layer_3,0.006520695903219112,9.25,98.5
dam,easy_s40,vit_base_patch16_224,4,4,layer_4,0.015447867490615965,11.75,97.5
dam,easy_s40,vit_base_patch16_224,4,5,layer_5,0.03539498528038937,14.0,100.0
dam,easy_s40,vit_base_patch16_224,4,6,layer_8,0.04568714276441857,31.75,100.0
dam,easy_s40,vit_base_patch16_224,4,7,layer_7,0.051014494286409605,19.75,100.0
dam,easy_s40,vit_base_patch16_224,4,8,layer_9,0.052072205900623836,44.5,100.0
dam,easy_s40,vit_base_patch16_224,4,9,layer_6,0.0631213446153855,14.5,100.0
dam,easy_s40,vit_base_patch16_224,4,10,layer_11,0.11712726963719096,56.75,100.0
dam,easy_s40,vit_base_patch16_224,4,11,layer_10,0.143420422621662,57.75,100.0
dam,easy_s40,vit_base_patch16_224,6,0,layer_0,0.0002809476908081563,5.25,100.0
dam,easy_s40,vit_base_patch16_224,6,1,layer_1,0.002211015906033268,6.25,100.0
dam,easy_s40,vit_base_patch16_224,6,2,layer_2,0.0029172308337705047,6.25,100.0
dam,easy_s40,vit_base_patch16_224,6,3,layer_3,0.006520695903219112,9.75,98.0
dam,easy_s40,vit_base_patch16_224,6,4,layer_4,0.015447867490615965,10.75,98.0
dam,easy_s40,vit_base_patch16_224,6,5,layer_5,0.03539498528038937,13.5,100.0
dam,easy_s40,vit_base_patch16_224,6,6,layer_8,0.04568714276441857,31.25,100.0
dam,easy_s40,vit_base_patch16_224,6,7,layer_7,0.051014494286409605,19.25,100.0
dam,easy_s40,vit_base_patch16_224,6,8,layer_9,0.052072205900623836,44.25,100.0
dam,easy_s40,vit_base_patch16_224,6,9,layer_6,0.0631213446153855,14.0,100.0
dam,easy_s40,vit_base_patch16_224,6,10,layer_11,0.11712726963719096,56.5,100.0
dam,easy_s40,vit_base_patch16_224,6,11,layer_10,0.143420422621662,57.25,100.0
dam,easy_s40,vit_base_patch16_224,8,0,layer_0,0.0002809476908081563,5.25,100.0
dam,easy_s40,vit_base_patch16_224,8,1,layer_1,0.002211015906033268,6.5,100.0
dam,easy_s40,vit_base_patch16_224,8,2,layer_2,0.0029172308337705047,6.25,100.0
dam,easy_s40,vit_base_patch16_224,8,3,layer_3,0.006520695903219112,9.25,98.5
dam,easy_s40,vit_base_patch16_224,8,4,layer_4,0.015447867490615965,11.25,97.5
dam,easy_s40,vit_base_patch16_224,8,5,layer_5,0.03539498528038937,14.0,100.0
dam,easy_s40,vit_base_patch16_224,8,6,layer_8,0.04568714276441857,31.0,100.0
dam,easy_s40,vit_base_patch16_224,8,7,layer_7,0.051014494286409605,19.25,100.0
dam,easy_s40,vit_base_patch16_224,8,8,layer_9,0.052072205900623836,44.75,100.0
dam,easy_s40,vit_base_patch16_224,8,9,layer_6,0.0631213446153855,15.25,100.0
dam,easy_s40,vit_base_patch16_224,8,10,layer_11,0.11712726963719096,56.5,100.0
dam,easy_s40,vit_base_patch16_224,8,11,layer_10,0.143420422621662,57.5,100.0
dam,easy_s40,vit_base_patch16_clip_224.openai,2,0,layer_0,0.004249250804563318,7.75,100.0
dam,easy_s40,vit_base_patch16_clip_224.openai,2,1,layer_1,0.004316388912321267,8.5,99.0
dam,easy_s40,vit_base_patch16_clip_224.openai,2,2,layer_2,0.011764694230573755,9.0,65.0
dam,easy_s40,vit_base_patch16_clip_224.openai,2,3,layer_3,0.02240619143057118,8.25,42.5
dam,easy_s40,vit_base_patch16_clip_224.openai,2,4,layer_4,0.04696781312528443,9.5,23.0
dam,easy_s40,vit_base_patch16_clip_224.openai,2,5,layer_9,0.05194604199636976,18.25,99.0
dam,easy_s40,vit_base_patch16_clip_224.openai,2,6,layer_8,0.06262455669869482,9.75,94.5
dam,easy_s40,vit_base_patch16_clip_224.openai,2,7,layer_5,0.08159764556042545,7.25,20.5
dam,easy_s40,vit_base_patch16_clip_224.openai,2,8,layer_7,0.08776422503840206,7.0,60.0
dam,easy_s40,vit_base_patch16_clip_224.openai,2,9,layer_6,0.0994009790013222,4.75,18.0
dam,easy_s40,vit_base_patch16_clip_224.openai,2,10,layer_10,0.11812635938697931,31.75,100.0
dam,easy_s40,vit_base_patch16_clip_224.openai,2,11,layer_11,0.44581541515747575,59.5,100.0
dam,easy_s40,vit_base_patch16_clip_224.openai,4,0,layer_0,0.004249250804563318,8.25,100.0
dam,easy_s40,vit_base_patch16_clip_224.openai,4,1,layer_1,0.004316388912321267,8.25,99.0
dam,easy_s40,vit_base_patch16_clip_224.openai,4,2,layer_2,0.011764694230573755,9.0,64.0
dam,easy_s40,vit_base_patch16_clip_224.openai,4,3,layer_3,0.02240619143057118,7.5,43.0
dam,easy_s40,vit_base_patch16_clip_224.openai,4,4,layer_4,0.04696781312528443,9.25,21.5
dam,easy_s40,vit_base_patch16_clip_224.openai,4,5,layer_9,0.05194604199636976,18.0,99.0
dam,easy_s40,vit_base_patch16_clip_224.openai,4,6,layer_8,0.06262455669869482,9.75,94.0
dam,easy_s40,vit_base_patch16_clip_224.openai,4,7,layer_5,0.08159764556042545,7.25,20.5
dam,easy_s40,vit_base_patch16_clip_224.openai,4,8,layer_7,0.08776422503840206,6.75,58.5
dam,easy_s40,vit_base_patch16_clip_224.openai,4,9,layer_6,0.0994009790013222,5.75,17.5
dam,easy_s40,vit_base_patch16_clip_224.openai,4,10,layer_10,0.11812635938697931,32.25,100.0
dam,easy_s40,vit_base_patch16_clip_224.openai,4,11,layer_11,0.44581541515747575,58.25,100.0
dam,easy_s40,vit_base_patch16_clip_224.openai,6,0,layer_0,0.004249250804563318,7.5,100.0
dam,easy_s40,vit_base_patch16_clip_224.openai,6,1,layer_1,0.004316388912321267,8.0,99.0
