setting_name,model_name,pooling,layer,n_stored,n_probe,decision_noise_std,corruption_mode,noise_std,max_shift,occlusion_frac,n_splits,ident_accuracy_mean,ident_accuracy_std,gen_accuracy_mean,gen_accuracy_std,mean_pairwise_cosine_similarity_mean,mean_pairwise_cosine_similarity_std,mean_pairwise_cosine_distance_mean,mean_pairwise_cosine_distance_std,pairwise_cosine_similarity_std_mean,pairwise_cosine_similarity_std_std,pairwise_cosine_distance_std_mean,pairwise_cosine_distance_std_std
easy_s100,vit_base_patch16_224,cls,layer_0,100,20,0.0,noise_shift,5.0,2,0.0,5,100.0,0.0,4.0,2.0,0.9997321324909569,2.800754483690992e-06,0.00026786750904296737,2.800754483734773e-06,0.00019232222330973762,5.082853252785958e-06,0.00019232222330973762,5.082853252785958e-06
easy_s100,vit_base_patch16_224,cls,layer_1,100,20,0.0,noise_shift,5.0,2,0.0,5,100.0,0.0,3.0,2.449489742783178,0.9977743238132151,2.099098130225269e-05,0.0022256761867849905,2.0990981302219347e-05,0.0010715094603254553,2.5668474525019006e-05,0.0010715094603254553,2.5668474525019006e-05
easy_s100,vit_base_patch16_224,cls,layer_2,100,20,0.0,noise_shift,5.0,2,0.0,5,99.0,0.0,6.0,3.7416573867739413,0.9970569300717778,3.8086410861398574e-05,0.002943069928222179,3.80864108613632e-05,0.0012156265000777145,4.068710253229964e-05,0.0012156265000777145,4.068710253229964e-05
easy_s100,vit_base_patch16_224,cls,layer_3,100,20,0.0,noise_shift,5.0,2,0.0,5,98.0,0.0,10.0,5.477225575051661,0.9935248512085002,0.00011405941020444342,0.006475148791499919,0.00011405941020436844,0.002108862345502807,0.00010337554322663985,0.002108862345502807,0.00010337554322663988
easy_s100,vit_base_patch16_224,cls,layer_4,100,20,0.0,noise_shift,5.0,2,0.0,5,97.8,0.7483314773547882,9.0,3.7416573867739413,0.9846300714397642,0.0002890415417364364,0.015369928560235635,0.00028904154173639253,0.0055646791374290485,0.00025788414048160573,0.0055646791374290485,0.00025788414048160573
easy_s100,vit_base_patch16_224,cls,layer_5,100,20,0.0,noise_shift,5.0,2,0.0,5,99.0,0.0,12.0,4.0,0.9650672055152819,0.0002832269956598418,0.03493279448471803,0.00028322699565982735,0.009907980961351188,0.00020511896328380015,0.009907980961351188,0.0002051189632837991
easy_s100,vit_base_patch16_224,cls,layer_6,100,20,0.0,noise_shift,5.0,2,0.0,5,99.0,0.0,14.0,4.898979485566356,0.93737907801831,0.0004971491417184546,0.0626209219816901,0.0004971491417184184,0.01710380763198659,0.000328621587761042,0.01710380763198659,0.000328621587761042
easy_s100,vit_base_patch16_224,cls,layer_7,100,20,0.0,noise_shift,5.0,2,0.0,5,100.0,0.0,19.0,5.830951894845301,0.9503552974108432,0.00035896745553286747,0.04964470258915671,0.00035896745553285863,0.011405114969681399,0.00032593160326762564,0.011405114969681399,0.0003259316032676257
easy_s100,vit_base_patch16_224,cls,layer_8,100,20,0.0,noise_shift,5.0,2,0.0,5,100.0,0.0,25.0,4.47213595499958,0.9555025195575204,0.00031970346434971825,0.04449748044247949,0.00031970346434973695,0.00814473352873229,0.000141088608989616,0.00814473352873229,0.000141088608989616
easy_s100,vit_base_patch16_224,cls,layer_9,100,20,0.0,noise_shift,5.0,2,0.0,5,100.0,0.0,45.0,3.1622776601683795,0.9488061602510021,0.0001905072274206654,0.051193839748998084,0.000190507227420611,0.009321074481648577,0.0001048176517895584,0.009321074481648577,0.0001048176517895584
easy_s100,vit_base_patch16_224,cls,layer_10,100,20,0.0,noise_shift,5.0,2,0.0,5,100.0,0.0,46.0,9.165151389911683,0.8550775518164508,0.0018181506894793128,0.14492244818354916,0.0018181506894792835,0.036379060894429535,0.0008278570673593399,0.036379060894429535,0.0008278570673593373
easy_s100,vit_base_patch16_224,cls,layer_11,100,20,0.0,noise_shift,5.0,2,0.0,5,100.0,0.0,42.0,5.0990195135927845,0.8804803849224612,0.0009917471487053801,0.11951961507753886,0.0009917471487054222,0.0227375642443625,0.0002616194486730303,0.0227375642443625,0.0002616194486730303
easy_s100,vit_base_patch16_clip_224.openai,cls,layer_0,100,20,0.0,noise_shift,5.0,2,0.0,5,99.0,0.0,2.0,2.449489742783178,0.9957475591395382,5.9509573545935547e-05,0.004252440860461804,5.950957354591194e-05,0.0024471856520415806,0.00010331457598617337,0.0024471856520415806,0.00010331457598617342
