kind,setting_name,model_name,dam_n,distance_rank,layer,mean_pairwise_cosine_distance_mean,gen_accuracy_mean,ident_accuracy_mean
baseline,occ50_s100,vit_base_patch16_224,,0,layer_0,0.00026786750904296737,4.0,3.2
baseline,occ50_s100,vit_base_patch16_224,,1,layer_1,0.0022256761867849905,3.0,7.4
baseline,occ50_s100,vit_base_patch16_224,,2,layer_2,0.002943069928222179,6.0,13.8
baseline,occ50_s100,vit_base_patch16_224,,3,layer_3,0.006475148791499919,10.0,78.4
baseline,occ50_s100,vit_base_patch16_224,,4,layer_4,0.015369928560235635,9.0,98.2
baseline,occ50_s100,vit_base_patch16_224,,5,layer_5,0.03493279448471803,12.0,100.0
baseline,occ50_s100,vit_base_patch16_224,,6,layer_8,0.04449748044247949,25.0,91.0
baseline,occ50_s100,vit_base_patch16_224,,7,layer_7,0.04964470258915671,19.0,93.8
baseline,occ50_s100,vit_base_patch16_224,,8,layer_9,0.051193839748998084,45.0,80.8
baseline,occ50_s100,vit_base_patch16_224,,9,layer_6,0.0626209219816901,14.0,99.4
baseline,occ50_s100,vit_base_patch16_224,,10,layer_11,0.11951961507753886,42.0,88.0
baseline,occ50_s100,vit_base_patch16_224,,11,layer_10,0.14492244818354916,46.0,75.6
baseline,occ50_s100,vit_base_patch16_clip_224.openai,,0,layer_0,0.004252440860461804,2.0,2.6
baseline,occ50_s100,vit_base_patch16_clip_224.openai,,1,layer_1,0.00430998090247493,3.0,9.4
baseline,occ50_s100,vit_base_patch16_clip_224.openai,,2,layer_2,0.011651046164301165,7.0,61.2
baseline,occ50_s100,vit_base_patch16_clip_224.openai,,3,layer_3,0.022430769792225223,7.0,95.4
baseline,occ50_s100,vit_base_patch16_clip_224.openai,,4,layer_4,0.04665607010750842,11.0,100.0
baseline,occ50_s100,vit_base_patch16_clip_224.openai,,5,layer_9,0.051638793314766784,21.0,61.0
baseline,occ50_s100,vit_base_patch16_clip_224.openai,,6,layer_8,0.06228683225574373,8.0,92.4
baseline,occ50_s100,vit_base_patch16_clip_224.openai,,7,layer_5,0.08126832736545943,10.0,100.0
baseline,occ50_s100,vit_base_patch16_clip_224.openai,,8,layer_7,0.08714186143016948,7.0,99.4
baseline,occ50_s100,vit_base_patch16_clip_224.openai,,9,layer_6,0.09948490749061586,7.0,100.0
baseline,occ50_s100,vit_base_patch16_clip_224.openai,,10,layer_10,0.11717078842833739,24.0,37.2
baseline,occ50_s100,vit_base_patch16_clip_224.openai,,11,layer_11,0.4426367970112068,48.0,43.4
dam,occ50_s100,vit_base_patch16_224,2,0,layer_0,0.00026786750904296737,3.0,5.2
dam,occ50_s100,vit_base_patch16_224,2,1,layer_1,0.0022256761867849905,4.0,8.6
dam,occ50_s100,vit_base_patch16_224,2,2,layer_2,0.002943069928222179,5.0,12.4
