category,model_name,pooling,layer,split_label,split_seed,split_mode,n_stored,n_probe,chance_accuracy,corruption_mode,occlusion_frac,decision_noise_std,corruption_label,ident_accuracy_baseline,ident_avg_margin_baseline,gen_accuracy_baseline,gen_avg_margin_baseline,gen_avg_retrieved_human_similarity_baseline,gen_avg_human_similarity_regret_baseline,gen_same_concept_accuracy_baseline,human_rdm_spearman_baseline,exact_accuracy_dam,clean_reextract_accuracy_dam,exact_avg_target_sim_dam,clean_reextract_avg_target_sim_dam,ident_accuracy_dam,ident_avg_target_sim_dam,ident_avg_margin_dam,gen_accuracy_dam,gen_avg_target_sim_dam,gen_avg_margin_dam,gen_avg_retrieved_human_similarity_dam,gen_avg_human_similarity_regret_dam,gen_same_concept_accuracy_dam,probe_rdm_spearman_pre,probe_rdm_spearman_post,probe_rdm_spearman_delta,cue_recovered_cosine_mean,cue_recovered_cosine_std,cue_displacement_mean,target_pull_gain_mean,target_pull_gain_std,gen_winners_dam,ident_accuracy_delta,gen_accuracy_delta,gen_avg_margin_delta,gen_avg_human_similarity_regret_delta,qualifying_hard_ident_win,dam_n,dam_beta,dam_alpha,dam_lmbda,dam_steps_multiplier
animals,vit_base_patch16_224,cls,layer_11,stored_40_seed_0,0,random_storage_curve,40,80,2.5,occlusion,0.5,0.0,occ0.5_dnoise0,85.0,0.02433773726224899,52.5,0.00837167575955391,0.7635,0.08574999999999999,100.0,0.10526453273126307,100.0,100.0,0.9998242855072021,0.9998199835419654,92.5,0.4973428644239902,0.215165701135993,55.00000000000001,0.40153362055425534,0.10175164805841633,0.7665,0.08274999999999999,100.0,0.10383836426826253,0.24087903614675946,0.13704067187849694,0.9998133001423675,1.9711295206313785e-05,0.00018669985763257457,0.00019218222856415341,0.0006268584049465269,"[8, 0, 36, 14, 15, 6, 15, 6, 18, 29, 6, 0, 32, 8, 27, 27, 31, 35, 5, 14, 19, 27, 10, 34, 28, 0, 11, 36, 14, 28, 8, 0, 0, 38, 39, 33, 2, 39, 27, 32, 38, 9, 14, 32, 4, 32, 27, 4, 6, 19, 5, 0, 38, 13, 27, 4, 38, 14, 16, 29, 38, 15, 14, 0, 36, 6, 0, 38, 28, 38, 8, 20, 0, 32, 0, 15, 2, 27, 38, 4]",7.5,2.500000000000007,0.09337997229886241,-0.0030000000000000027,True,2,0.02,0.02,0.0,1
animals,vit_base_patch16_224,cls,layer_11,stored_40_seed_0,0,random_storage_curve,40,80,2.5,occlusion,0.5,0.0,occ0.5_dnoise0,85.0,0.02433773726224899,52.5,0.00837167575955391,0.7635,0.08574999999999999,100.0,0.10526453273126307,100.0,100.0,0.9996385589241982,0.9996551379561425,92.5,0.4977072350680828,0.21518198680132627,55.00000000000001,0.40163635013159366,0.10165469490457327,0.764875,0.084375,100.0,0.10383836426826253,0.24011720483956905,0.13627884057130651,0.9996250876974884,3.658076303478868e-05,0.0003749123025115375,0.00029491078478090563,0.0008941068754171292,"[8, 0, 36, 14, 15, 6, 15, 6, 18, 29, 6, 0, 32, 8, 27, 27, 31, 35, 5, 14, 19, 27, 10, 34, 28, 10, 11, 36, 14, 28, 8, 0, 0, 38, 39, 33, 2, 39, 27, 32, 38, 9, 14, 32, 4, 32, 27, 4, 6, 19, 5, 0, 38, 13, 27, 4, 38, 14, 16, 29, 38, 15, 14, 0, 36, 6, 0, 38, 28, 38, 8, 20, 0, 32, 0, 15, 2, 27, 38, 4]",7.5,2.500000000000007,0.09328301914501935,-0.0013749999999999873,True,2,0.02,0.02,0.0,2
animals,vit_base_patch16_224,cls,layer_11,stored_40_seed_0,0,random_storage_curve,40,80,2.5,occlusion,0.5,0.0,occ0.5_dnoise0,85.0,0.02433773726224899,52.5,0.00837167575955391,0.7635,0.08574999999999999,100.0,0.10526453273126307,100.0,100.0,0.9994562283158303,0.9994722306728363,92.5,0.4980456821620464,0.21530637722462415,55.00000000000001,0.4017454510263633,0.10160253636422567,0.7665,0.08274999999999999,100.0,0.10383836426826253,0.23933684224652846,0.13549847797826592,0.9994408985953085,5.641056758196002e-05,0.0005591014046915435,0.00040401618126394476,0.0011412629496460008,"[8, 0, 36, 14, 15, 6, 15, 6, 18, 29, 6, 0, 32, 8, 27, 27, 31, 35, 5, 14, 19, 27, 10, 34, 28, 0, 11, 36, 14, 28, 8, 0, 0, 38, 39, 33, 2, 39, 27, 32, 38, 9, 14, 32, 4, 32, 27, 4, 6, 19, 5, 0, 38, 13, 27, 4, 38, 14, 16, 29, 38, 15, 14, 0, 36, 6, 0, 38, 28, 38, 8, 20, 0, 32, 0, 15, 2, 27, 38, 4]",7.5,2.500000000000007,0.09323086060467176,-0.0030000000000000027,True,2,0.02,0.02,0.0,3
animals,vit_base_patch16_224,cls,layer_11,stored_40_seed_0,0,random_storage_curve,40,80,2.5,occlusion,0.5,0.0,occ0.5_dnoise0,85.0,0.02433773726224899,52.5,0.00837167575955391,0.7635,0.08574999999999999,100.0,0.10526453273126307,100.0,100.0,0.9991141468286514,0.9991255447268486,92.5,0.4986773028969765,0.21568465884774923,55.00000000000001,0.4018838387564756,0.10146555883111433,0.7705,0.07874999999999999,100.0,0.10383836426826253,0.23963724248099416,0.13579887821273162,0.9990590076559694,9.671657253277583e-05,0.0009409923440305057,0.0005424032724120044,0.0013579066691050614,"[8, 0, 36, 14, 15, 6, 15, 6, 18, 29, 6, 0, 32, 8, 27, 27, 31, 35, 5, 14, 19, 28, 10, 34, 28, 0, 11, 36, 14, 28, 8, 0, 0, 38, 39, 33, 2, 39, 27, 32, 38, 9, 14, 32, 4, 32, 27, 4, 6, 19, 5, 0, 38, 13, 27, 4, 38, 14, 16, 29, 38, 15, 14, 0, 36, 6, 0, 38, 28, 38, 8, 20, 0, 32, 0, 15, 2, 27, 38, 4]",7.5,2.500000000000007,0.09309388307156041,-0.007000000000000006,True,2,0.02,0.02,0.0,5
animals,vit_base_patch16_224,cls,layer_11,stored_40_seed_0,0,random_storage_curve,40,80,2.5,occlusion,0.5,0.0,occ0.5_dnoise0,85.0,0.02433773726224899,52.5,0.00837167575955391,0.7635,0.08574999999999999,100.0,0.10526453273126307,100.0,100.0,0.998587717115879,0.9985748335719109,92.5,0.4998455636203289,0.21596491876989604,53.75,0.4023597083927598,0.10128536391421221,0.7705,0.07874999999999999,100.0,0.10383836426826253,0.23952478443623954,0.135686420167977,0.9984856724312632,0.0001394584628623625,0.0015143275687369464,0.0010182725060352183,0.001595369810985261,"[8, 0, 36, 14, 15, 6, 15, 6, 18, 29, 6, 0, 32, 8, 27, 27, 31, 35, 5, 14, 19, 28, 10, 34, 28, 0, 11, 36, 14, 28, 8, 0, 0, 38, 39, 33, 2, 39, 27, 32, 38, 9, 14, 32, 4, 32, 27, 4, 6, 19, 5, 0, 38, 13, 27, 4, 38, 14, 16, 29, 38, 15, 14, 0, 36, 6, 0, 38, 28, 38, 8, 31, 0, 32, 0, 15, 2, 27, 38, 4]",7.5,1.25,0.0929136881546583,-0.007000000000000006,True,2,0.02,0.02,0.0,8
animals,vit_base_patch16_224,cls,layer_11,stored_40_seed_0,0,random_storage_curve,40,80,2.5,occlusion,0.5,0.0,occ0.5_dnoise0,85.0,0.02433773726224899,52.5,0.00837167575955391,0.7635,0.08574999999999999,100.0,0.10526453273126307,100.0,100.0,0.9998239323496818,0.999819602072239,92.5,0.49734253659844396,0.21516558676958084,55.00000000000001,0.40153351601329634,0.10175156456534751,0.7665,0.08274999999999999,100.0,0.10383836426826253,0.24087892426032498,0.13704055999206244,0.9998129193930847,1.9747134119126947e-05,0.00018708060691545458,0.00019207388103721108,0.0006274577553678851,"[8, 0, 36, 14, 15, 6, 15, 6, 18, 29, 6, 0, 32, 8, 27, 27, 31, 35, 5, 14, 19, 27, 10, 34, 28, 0, 11, 36, 14, 28, 8, 0, 0, 38, 39, 33, 2, 39, 27, 32, 38, 9, 14, 32, 4, 32, 27, 4, 6, 19, 5, 0, 38, 13, 27, 4, 38, 14, 16, 29, 38, 15, 14, 0, 36, 6, 0, 38, 28, 38, 8, 20, 0, 32, 0, 15, 2, 27, 38, 4]",7.5,2.500000000000007,0.09337988880579359,-0.0030000000000000027,True,2,0.02,0.02,0.05,1
animals,vit_base_patch16_224,cls,layer_11,stored_40_seed_0,0,random_storage_curve,40,80,2.5,occlusion,0.5,0.0,occ0.5_dnoise0,85.0,0.02433773726224899,52.5,0.00837167575955391,0.7635,0.08574999999999999,100.0,0.10526453273126307,100.0,100.0,0.999637795984745,0.9996543899178505,92.5,0.497706763446331,0.21518179308623075,55.00000000000001,0.40163603753899224,0.1016544992395211,0.764875,0.084375,100.0,0.10383836426826253,0.24011683150422136,0.13627846723595882,0.9996243234337122,3.664749065103558e-05,0.0003756765662877165,0.0002946025091968043,0.0008949199465859573,"[8, 0, 36, 14, 15, 6, 15, 6, 18, 29, 6, 0, 32, 8, 27, 27, 31, 35, 5, 14, 19, 27, 10, 34, 28, 10, 11, 36, 14, 28, 8, 0, 0, 38, 39, 33, 2, 39, 27, 32, 38, 9, 14, 32, 4, 32, 27, 4, 6, 19, 5, 0, 38, 13, 27, 4, 38, 14, 16, 29, 38, 15, 14, 0, 36, 6, 0, 38, 28, 38, 8, 20, 0, 32, 0, 15, 2, 27, 38, 4]",7.5,2.500000000000007,0.09328282347996719,-0.0013749999999999873,True,2,0.02,0.02,0.05,2
animals,vit_base_patch16_224,cls,layer_11,stored_40_seed_0,0,random_storage_curve,40,80,2.5,occlusion,0.5,0.0,occ0.5_dnoise0,85.0,0.02433773726224899,52.5,0.00837167575955391,0.7635,0.08574999999999999,100.0,0.10526453273126307,100.0,100.0,0.9994550749659539,0.9994711101055145,92.5,0.4980450190603733,0.21530620083212854,55.00000000000001,0.4017449571227189,0.10160226043662987,0.7665,0.08274999999999999,100.0,0.10383836426826253,0.23933377050722304,0.1354954062389605,0.99943975982698,5.6514182859287704e-05,0.0005602401730200768,0.00040351799323028084,0.0011422621185820426,"[8, 0, 36, 14, 15, 6, 15, 6, 18, 29, 6, 0, 32, 8, 27, 27, 31, 35, 5, 14, 19, 27, 10, 34, 28, 0, 11, 36, 14, 28, 8, 0, 0, 38, 39, 33, 2, 39, 27, 32, 38, 9, 14, 32, 4, 32, 27, 4, 6, 19, 5, 0, 38, 13, 27, 4, 38, 14, 16, 29, 38, 15, 14, 0, 36, 6, 0, 38, 28, 38, 8, 20, 0, 32, 0, 15, 2, 27, 38, 4]",7.5,2.500000000000007,0.09323058467707596,-0.0030000000000000027,True,2,0.02,0.02,0.05,3
animals,vit_base_patch16_224,cls,layer_11,stored_40_seed_0,0,random_storage_curve,40,80,2.5,occlusion,0.5,0.0,occ0.5_dnoise0,85.0,0.02433773726224899,52.5,0.00837167575955391,0.7635,0.08574999999999999,100.0,0.10526453273126307,100.0,100.0,0.9991122767329216,0.9991236865520478,92.5,0.49867621436715126,0.21568465307354928,55.00000000000001,0.4018828780215699,0.10146507567842492,0.7705,0.07874999999999999,100.0,0.10383836426826253,0.23963486546511087,0.13579650119684833,0.999057093004027,9.689504056358644e-05,0.0009429069959729558,0.0005414400008762762,0.0013589601518874416,"[8, 0, 36, 14, 15, 6, 15, 6, 18, 29, 6, 0, 32, 8, 27, 27, 31, 35, 5, 14, 19, 28, 10, 34, 28, 0, 11, 36, 14, 28, 8, 0, 0, 38, 39, 33, 2, 39, 27, 32, 38, 9, 14, 32, 4, 32, 27, 4, 6, 19, 5, 0, 38, 13, 27, 4, 38, 14, 16, 29, 38, 15, 14, 0, 36, 6, 0, 38, 28, 38, 8, 20, 0, 32, 0, 15, 2, 27, 38, 4]",7.5,2.500000000000007,0.093093399918871,-0.007000000000000006,True,2,0.02,0.02,0.05,5
animals,vit_base_patch16_224,cls,layer_11,stored_40_seed_0,0,random_storage_curve,40,80,2.5,occlusion,0.5,0.0,occ0.5_dnoise0,85.0,0.02433773726224899,52.5,0.00837167575955391,0.7635,0.08574999999999999,100.0,0.10526453273126307,100.0,100.0,0.9985847294330596,0.9985718280076981,92.5,0.4998440608382225,0.21596490405499935,53.75,0.4023583125846926,0.10128464191802777,0.7705,0.07874999999999999,100.0,0.10383836426826253,0.23952575430895467,0.13568739004069214,0.9984825989878763,0.0001397181191032126,0.0015174010121236953,0.0010168705864939318,0.0015964994922146889,"[8, 0, 36, 14, 15, 6, 15, 6, 18, 29, 6, 0, 32, 8, 27, 27, 31, 35, 5, 14, 19, 28, 10, 34, 28, 0, 11, 36, 14, 28, 8, 0, 0, 38, 39, 33, 2, 39, 27, 32, 38, 9, 14, 32, 4, 32, 27, 4, 6, 19, 5, 0, 38, 13, 27, 4, 38, 14, 16, 29, 38, 15, 14, 0, 36, 6, 0, 38, 28, 38, 8, 31, 0, 32, 0, 15, 2, 27, 38, 4]",7.5,1.25,0.09291296615847386,-0.007000000000000006,True,2,0.02,0.02,0.05,8
animals,vit_base_patch16_224,cls,layer_11,stored_40_seed_0,0,random_storage_curve,40,80,2.5,occlusion,0.5,0.0,occ0.5_dnoise0,85.0,0.02433773726224899,52.5,0.00837167575955391,0.7635,0.08574999999999999,100.0,0.10526453273126307,100.0,100.0,0.9989043176174164,0.9988770455121994,92.5,0.4972748674452305,0.21498755570501088,55.00000000000001,0.40155087287421337,0.10156232246081345,0.7705,0.07874999999999999,100.0,0.10383836426826253,0.24125058055033582,0.13741221628207329,0.9988330116727585,0.00011939675385945033,0.001166988327241554,0.00020943473680457562,0.0015661496884376578,"[8, 0, 36, 14, 15, 6, 15, 6, 18, 29, 6, 0, 32, 8, 27, 27, 31, 35, 5, 14, 19, 28, 10, 34, 28, 0, 11, 36, 14, 21, 8, 0, 0, 38, 39, 33, 2, 39, 27, 32, 38, 9, 14, 32, 4, 32, 27, 4, 6, 19, 5, 0, 38, 13, 27, 4, 38, 14, 16, 29, 38, 15, 14, 0, 36, 6, 0, 38, 28, 38, 8, 20, 0, 32, 0, 15, 2, 27, 38, 4]",7.5,2.500000000000007,0.09319064670125954,-0.007000000000000006,True,2,0.02,0.05,0.0,1
animals,vit_base_patch16_224,cls,layer_11,stored_40_seed_0,0,random_storage_curve,40,80,2.5,occlusion,0.5,0.0,occ0.5_dnoise0,85.0,0.02433773726224899,52.5,0.00837167575955391,0.7635,0.08574999999999999,100.0,0.10526453273126307,100.0,100.0,0.9977533280849457,0.9978503450751305,92.5,0.4978233061730862,0.2148745745420456,55.00000000000001,0.4015255802485626,0.10126848567160777,0.768875,0.080375,100.0,0.10383836426826253,0.23927942433564345,0.13544106006738094,0.9976586589473524,0.00022307676559210317,0.002341341052647625,0.00018413844589989023,0.0022259308202063014,"[8, 0, 36, 14, 15, 6, 15, 6, 18, 29, 6, 0, 32, 8, 27, 27, 31, 35, 5, 14, 19, 28, 10, 34, 28, 10, 11, 36, 14, 28, 8, 0, 0, 38, 39, 33, 2, 39, 27, 32, 38, 9, 14, 32, 4, 32, 27, 4, 6, 19, 5, 0, 38, 13, 27, 4, 38, 14, 16, 29, 38, 15, 14, 0, 36, 6, 0, 38, 28, 38, 8, 20, 0, 32, 0, 15, 2, 27, 38, 4]",7.5,2.500000000000007,0.09289680991205386,-0.005374999999999991,True,2,0.02,0.05,0.0,2
animals,vit_base_patch16_224,cls,layer_11,stored_40_seed_0,0,random_storage_curve,40,80,2.5,occlusion,0.5,0.0,occ0.5_dnoise0,85.0,0.02433773726224899,52.5,0.00837167575955391,0.7635,0.08574999999999999,100.0,0.10526453273126307,100.0,100.0,0.9966269955039024,0.996728852391243,92.5,0.4983097992837429,0.21502460073679686,55.00000000000001,0.4015202623733785,0.10102143757394515,0.7705,0.07874999999999999,100.0,0.10383836426826253,0.23745186065920962,0.1336134963909471,0.9965134339393437,0.00034329006068934927,0.003486566060656453,0.0001788230150267037,0.0028066772753809525,"[8, 0, 36, 14, 15, 6, 15, 6, 18, 29, 6, 0, 32, 8, 27, 27, 31, 35, 5, 14, 19, 28, 10, 34, 28, 0, 11, 36, 14, 28, 8, 0, 0, 38, 39, 33, 2, 39, 27, 32, 38, 9, 14, 32, 4, 32, 27, 4, 6, 19, 5, 0, 38, 13, 27, 4, 38, 14, 16, 29, 38, 15, 14, 0, 36, 6, 0, 38, 28, 38, 8, 20, 0, 32, 0, 15, 2, 27, 38, 4]",7.5,2.500000000000007,0.09264976181439123,-0.007000000000000006,True,2,0.02,0.05,0.0,3
animals,vit_base_patch16_224,cls,layer_11,stored_40_seed_0,0,random_storage_curve,40,80,2.5,occlusion,0.5,0.0,occ0.5_dnoise0,85.0,0.02433773726224899,52.5,0.00837167575955391,0.7635,0.08574999999999999,100.0,0.10526453273126307,100.0,100.0,0.9945257633924485,0.9945998206734658,92.5,0.4991625688970089,0.21561320573091508,55.00000000000001,0.4013215279119322,0.1004726705054054,0.771125,0.07812499999999999,100.0,0.10383836426826253,0.23815852624571626,0.13432016197745372,0.994141863024746,0.0005913320628043617,0.0058581369752539495,-1.990737984426741e-05,0.0033167031740008045,"[8, 0, 36, 14, 15, 6, 15, 6, 18, 29, 6, 0, 32, 8, 27, 27, 31, 35, 5, 14, 19, 28, 10, 34, 28, 0, 11, 36, 14, 28, 8, 0, 0, 38, 39, 33, 2, 39, 27, 32, 38, 9, 14, 32, 4, 32, 27, 4, 6, 19, 5, 0, 38, 13, 27, 4, 38, 14, 16, 29, 38, 15, 14, 0, 36, 6, 0, 38, 28, 38, 8, 20, 0, 32, 0, 15, 2, 27, 9, 4]",7.5,2.500000000000007,0.09210099474585148,-0.007625000000000007,True,2,0.02,0.05,0.0,5
animals,vit_base_patch16_224,cls,layer_11,stored_40_seed_0,0,random_storage_curve,40,80,2.5,occlusion,0.5,0.0,occ0.5_dnoise0,85.0,0.02433773726224899,52.5,0.00837167575955391,0.7635,0.08574999999999999,100.0,0.10526453273126307,100.0,100.0,0.9913067579269409,0.9912488728761673,92.5,0.5009811379015445,0.21588111259043216,53.75,0.4016651333833579,0.09983458305359819,0.771125,0.07812499999999999,100.0,0.10383836426826253,0.23777861776031434,0.1339402534920518,0.9906066569779723,0.0008666669083431687,0.009393343022027729,0.00032369195515468,0.004056977963489649,"[8, 0, 36, 14, 15, 6, 15, 6, 18, 29, 6, 0, 32, 8, 27, 27, 31, 35, 5, 14, 19, 28, 10, 34, 28, 0, 11, 36, 14, 28, 8, 0, 0, 38, 39, 33, 2, 39, 27, 32, 38, 9, 14, 32, 4, 32, 27, 4, 6, 19, 5, 0, 38, 13, 27, 4, 38, 14, 16, 29, 38, 15, 14, 0, 36, 6, 0, 38, 28, 38, 8, 31, 0, 32, 0, 15, 2, 27, 9, 4]",7.5,1.25,0.09146290729404427,-0.007625000000000007,True,2,0.02,0.05,0.0,8
animals,vit_base_patch16_224,cls,layer_11,stored_40_seed_0,0,random_storage_curve,40,80,2.5,occlusion,0.5,0.0,occ0.5_dnoise0,85.0,0.02433773726224899,52.5,0.00837167575955391,0.7635,0.08574999999999999,100.0,0.10526453273126307,100.0,100.0,0.9989019870758057,0.9988746717572212,92.5,0.49727327898144724,0.2149869166314602,55.00000000000001,0.4015500421519391,0.10156187623506412,0.7705,0.07874999999999999,100.0,0.10383836426826253,0.24125205238974162,0.13741368812147908,0.9988306314945643,0.00011960819493492208,0.001169368505435814,0.0002086040656017646,0.0015677135241875194,"[8, 0, 36, 14, 15, 6, 15, 6, 18, 29, 6, 0, 32, 8, 27, 27, 31, 35, 5, 14, 19, 28, 10, 34, 28, 0, 11, 36, 14, 21, 8, 0, 0, 38, 39, 33, 2, 39, 27, 32, 38, 9, 14, 32, 4, 32, 27, 4, 6, 19, 5, 0, 38, 13, 27, 4, 38, 14, 16, 29, 38, 15, 14, 0, 36, 6, 0, 38, 28, 38, 8, 20, 0, 32, 0, 15, 2, 27, 38, 4]",7.5,2.500000000000007,0.0931902004755102,-0.007000000000000006,True,2,0.02,0.05,0.05,1
animals,vit_base_patch16_224,cls,layer_11,stored_40_seed_0,0,random_storage_curve,40,80,2.5,occlusion,0.5,0.0,occ0.5_dnoise0,85.0,0.02433773726224899,52.5,0.00837167575955391,0.7635,0.08574999999999999,100.0,0.10526453273126307,100.0,100.0,0.9977485582232475,0.9978457883000373,92.5,0.4978205971419811,0.21487342044711114,55.00000000000001,0.40152366245165466,0.10126765700988472,0.768875,0.080375,100.0,0.10383836426826253,0.23927051623457274,0.1354321519663102,0.9976538875809489,0.0002234743017142998,0.002346112419051216,0.00018222751821678605,0.0022281290700042014,"[8, 0, 36, 14, 15, 6, 15, 6, 18, 29, 6, 0, 32, 8, 27, 27, 31, 35, 5, 14, 19, 28, 10, 34, 28, 10, 11, 36, 14, 28, 8, 0, 0, 38, 39, 33, 2, 39, 27, 32, 38, 9, 14, 32, 4, 32, 27, 4, 6, 19, 5, 0, 38, 13, 27, 4, 38, 14, 16, 29, 38, 15, 14, 0, 36, 6, 0, 38, 28, 38, 8, 20, 0, 32, 0, 15, 2, 27, 38, 4]",7.5,2.500000000000007,0.0928959812503308,-0.005374999999999991,True,2,0.02,0.05,0.05,2
animals,vit_base_patch16_224,cls,layer_11,stored_40_seed_0,0,random_storage_curve,40,80,2.5,occlusion,0.5,0.0,occ0.5_dnoise0,85.0,0.02433773726224899,52.5,0.00837167575955391,0.7635,0.08574999999999999,100.0,0.10526453273126307,100.0,100.0,0.9966198489069938,0.9967219263315201,92.5,0.4983059003949165,0.21502317786216735,55.00000000000001,0.40151731005171315,0.1010202097822912,0.7705,0.07874999999999999,100.0,0.10383836426826253,0.23744640200930223,0.1336080377410397,0.9965063390521702,0.00034390482211765793,0.003493660947829763,0.00017586630387895404,0.0028093911586870436,"[8, 0, 36, 14, 15, 6, 15, 6, 18, 29, 6, 0, 32, 8, 27, 27, 31, 35, 5, 14, 19, 28, 10, 34, 28, 0, 11, 36, 14, 28, 8, 0, 0, 38, 39, 33, 2, 39, 27, 32, 38, 9, 14, 32, 4, 32, 27, 4, 6, 19, 5, 0, 38, 13, 27, 4, 38, 14, 16, 29, 38, 15, 14, 0, 36, 6, 0, 38, 28, 38, 8, 20, 0, 32, 0, 15, 2, 27, 38, 4]",7.5,2.500000000000007,0.09264853402273729,-0.007000000000000006,True,2,0.02,0.05,0.05,3
animals,vit_base_patch16_224,cls,layer_11,stored_40_seed_0,0,random_storage_curve,40,80,2.5,occlusion,0.5,0.0,occ0.5_dnoise0,85.0,0.02433773726224899,52.5,0.00837167575955391,0.7635,0.08574999999999999,100.0,0.10526453273126307,100.0,100.0,0.9945141822099686,0.9945884227752686,92.5,0.49915613085031507,0.21561142522841692,55.00000000000001,0.4013162954506697,0.10047053473826964,0.771125,0.07812499999999999,100.0,0.10383836426826253,0.23815921107441976,0.13432084680615725,0.9941299653977105,0.0005923947670375169,0.005870034602289476,-2.5138528203033337e-05,0.003319887256095898,"[8, 0, 36, 14, 15, 6, 15, 6, 18, 29, 6, 0, 32, 8, 27, 27, 31, 35, 5, 14, 19, 28, 10, 34, 28, 0, 11, 36, 14, 28, 8, 0, 0, 38, 39, 33, 2, 39, 27, 32, 38, 9, 14, 32, 4, 32, 27, 4, 6, 19, 5, 0, 38, 13, 27, 4, 38, 14, 16, 29, 38, 15, 14, 0, 36, 6, 0, 38, 28, 38, 8, 20, 0, 32, 0, 15, 2, 27, 9, 4]",7.5,2.500000000000007,0.09209885897871573,-0.007625000000000007,True,2,0.02,0.05,0.05,5
animals,vit_base_patch16_224,cls,layer_11,stored_40_seed_0,0,random_storage_curve,40,80,2.5,occlusion,0.5,0.0,occ0.5_dnoise0,85.0,0.02433773726224899,52.5,0.00837167575955391,0.7635,0.08574999999999999,100.0,0.10526453273126307,100.0,100.0,0.9912883937358856,0.9912304237484932,92.5,0.5009714134037495,0.21587848486378788,53.75,0.40165709715220144,0.09983145577716641,0.771125,0.07812499999999999,100.0,0.10383836426826253,0.23777855458634112,0.13394019031807858,0.990587654941665,0.0008682489836796593,0.009412345058335093,0.0003156630053762345,0.0040615965724140534,"[8, 0, 36, 14, 15, 6, 15, 6, 18, 29, 6, 0, 32, 8, 27, 27, 31, 35, 5, 14, 19, 28, 10, 34, 28, 0, 11, 36, 14, 28, 8, 0, 0, 38, 39, 33, 2, 39, 27, 32, 38, 9, 14, 32, 4, 32, 27, 4, 6, 19, 5, 0, 38, 13, 27, 4, 38, 14, 16, 29, 38, 15, 14, 0, 36, 6, 0, 38, 28, 38, 8, 31, 0, 32, 0, 15, 2, 27, 9, 4]",7.5,1.25,0.0914597800176125,-0.007625000000000007,True,2,0.02,0.05,0.05,8
animals,vit_base_patch16_224,cls,layer_11,stored_40_seed_0,0,random_storage_curve,40,80,2.5,occlusion,0.5,0.0,occ0.5_dnoise0,85.0,0.02433773726224899,52.5,0.00837167575955391,0.7635,0.08574999999999999,100.0,0.10526453273126307,100.0,100.0,0.9956369519233703,0.995526234805584,92.5,0.4961616039276123,0.2142256500199437,55.00000000000001,0.40085605258645957,0.10102038417535368,0.7705,0.07874999999999999,100.0,0.10383836426826253,0.24175714714351715,0.1379187828752546,0.9953355312647698,0.0004531852827683538,0.004664468735230218,-0.0004853843259160037,0.0032455700720763598,"[8, 0, 36, 14, 15, 6, 15, 6, 18, 29, 6, 0, 32, 8, 27, 27, 31, 35, 5, 14, 19, 28, 10, 34, 28, 0, 11, 36, 14, 21, 8, 0, 0, 38, 39, 33, 2, 39, 27, 32, 38, 9, 14, 32, 4, 32, 27, 4, 6, 19, 5, 0, 38, 13, 27, 4, 38, 14, 16, 29, 38, 15, 14, 0, 36, 6, 0, 38, 28, 38, 8, 20, 0, 32, 0, 15, 2, 27, 38, 4]",7.5,2.500000000000007,0.09264870841579977,-0.007000000000000006,True,2,0.02,0.1,0.0,1
animals,vit_base_patch16_224,cls,layer_11,stored_40_seed_0,0,random_storage_curve,40,80,2.5,occlusion,0.5,0.0,occ0.5_dnoise0,85.0,0.02433773726224899,52.5,0.00837167575955391,0.7635,0.08574999999999999,100.0,0.10526453273126307,100.0,100.0,0.991104032099247,0.9914507120847702,92.5,0.4960571140050888,0.21342158131301403,55.00000000000001,0.3998690071050078,0.10022126226685941,0.7695000000000001,0.07975,100.0,0.10383836426826253,0.2378953019916497,0.13405693772338717,0.9906649675542887,0.0008550991001221996,0.009335032445711157,-0.0014724318350917626,0.004750229223867102,"[8, 0, 36, 14, 15, 6, 15, 6, 18, 29, 6, 0, 32, 8, 27, 27, 31, 35, 5, 14, 19, 28, 10, 34, 28, 10, 11, 36, 14, 28, 8, 0, 0, 38, 39, 33, 2, 39, 27, 32, 38, 9, 14, 32, 4, 32, 27, 4, 6, 19, 5, 0, 38, 13, 27, 4, 38, 14, 16, 29, 38, 15, 14, 0, 36, 6, 0, 38, 28, 38, 8, 20, 0, 32, 0, 15, 2, 27, 9, 4]",7.5,2.500000000000007,0.0918495865073055,-0.0059999999999999915,True,2,0.02,0.1,0.0,2
