category,model_name,pooling,layer,corruption_mode,occlusion_frac,decision_noise_std,dam_n,dam_beta,dam_alpha,dam_lmbda,dam_steps_multiplier,n_splits,n_qualifying_splits,mean_qualifying_fraction,mean_ident_accuracy_baseline,std_ident_accuracy_baseline,mean_ident_accuracy_dam,std_ident_accuracy_dam,mean_ident_accuracy_delta,std_ident_accuracy_delta,mean_gen_accuracy_baseline,std_gen_accuracy_baseline,mean_gen_accuracy_dam,std_gen_accuracy_dam,mean_gen_accuracy_delta,std_gen_accuracy_delta,mean_gen_avg_margin_delta,std_gen_avg_margin_delta,mean_gen_avg_human_similarity_regret_delta,std_gen_avg_human_similarity_regret_delta,mean_probe_rdm_spearman_delta,std_probe_rdm_spearman_delta,mean_cue_recovered_cosine,std_cue_recovered_cosine,mean_cue_displacement,std_cue_displacement,mean_target_pull_gain,std_target_pull_gain
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.0,2,0.2,0.05,0.0,8,10,4,0.4,89.25,3.020761493398643,92.75,2.6100766272276377,3.5,2.839454172900137,57.875,7.094231811831356,58.5,5.93717104351896,0.6249999999999993,3.8017265814363856,0.08569445442328287,0.020585018364097447,-0.016481250000000006,0.018091861948124628,0.17476132805975556,0.0331000228223791,0.9854212165921792,0.002979716096889033,0.014578783407820756,0.00297971609688898,0.04765943394155979,0.0070879280647653635
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.0,2,0.2,0.05,0.05,1,10,5,0.5,89.25,3.020761493398643,93.375,3.2137400330456103,4.125,2.683863819197986,57.875,7.094231811831356,59.375,6.231221790307259,1.4999999999999993,4.358898943540674,0.09201607855124165,0.018647212111303765,-0.014731250000000001,0.019371023785541126,0.15030038657019498,0.030479680198720962,0.9990017487443954,3.5143696550993946e-05,0.0009982512556046996,3.5143696550948504e-05,0.006450692387661927,0.0012310174094350833
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.0,2,0.2,0.05,0.05,2,10,4,0.4,89.25,3.020761493398643,93.125,3.365728004459065,3.875,2.4653853654145026,57.875,7.094231811831356,59.5,6.403124237432849,1.6249999999999993,4.222336438513634,0.09131548549282345,0.019023049531345364,-0.014731250000000001,0.019619003861052677,0.15432384838395222,0.030629683917300924,0.9977595980984615,0.00013200989329449387,0.0022404019015385096,0.00013200989329450175,0.012743971065791773,0.002330415458962018
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.0,2,0.2,0.05,0.05,3,10,4,0.4,89.25,3.020761493398643,93.25,2.692582403567252,4.0,2.1505813167606567,57.875,7.094231811831356,59.5,6.403124237432849,1.6249999999999993,4.222336438513634,0.09051474240128302,0.019198201297069582,-0.015006250000000002,0.019490927376602685,0.15864675921036206,0.03163183924076758,0.9962806040958938,0.00034906479749591827,0.0037193959041061644,0.0003490647974958881,0.01883244985930989,0.0033392456086074013
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.0,2,0.2,0.05,0.05,5,10,4,0.4,89.25,3.020761493398643,93.5,2.669269563007828,4.25,2.692582403567252,57.875,7.094231811831356,58.875,6.160610765175804,1.0,4.499999999999999,0.08880475196245244,0.019738620334869627,-0.016768750000000002,0.017713382123411666,0.16559719034532264,0.031194206572552664,0.9925957063100025,0.0010953427702220628,0.007404293689997355,0.0010953427702220832,0.03077230766008516,0.005145846734136494
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.0,2,0.2,0.05,0.05,8,10,4,0.4,89.25,3.020761493398643,92.75,2.6100766272276377,3.5,2.839454172900137,57.875,7.094231811831356,58.5,5.93717104351896,0.6249999999999993,3.8017265814363856,0.08567582945266623,0.020579796716548887,-0.016481250000000006,0.018091861948124628,0.17475847979978715,0.033087731914393674,0.9853000840085144,0.0029593018232243677,0.014699915991485546,0.002959301823224345,0.04760922896486557,0.0070887939855005
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.0,2,0.2,0.1,0.0,1,10,4,0.4,89.25,3.020761493398643,93.5,3.152380053229623,4.25,2.6339134382131846,57.875,7.094231811831356,59.125,6.375000000000001,1.2499999999999987,4.6097722286464435,0.09111547527965741,0.01882595569785363,-0.01376875,0.019764112837413167,0.15385498163360325,0.030559165078527673,0.9961413164526733,0.0001353339468081626,0.0038586835473266327,0.00013533394680818008,0.012091760187767333,0.0022756776695732036
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.0,2,0.2,0.1,0.0,2,10,4,0.4,89.25,3.020761493398643,93.0,2.5124689052802225,3.75,1.9364916731037085,57.875,7.094231811831356,59.125,6.175809663517814,1.2499999999999987,4.330127018922194,0.08939341733421316,0.019492762421111084,-0.015381249999999999,0.019545603725646336,0.16088000197627045,0.031086474818351112,0.9914438036978621,0.0004657786955312261,0.00855619630213785,0.0004657786955312518,0.023587818675161944,0.004121752688621977
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.0,2,0.2,0.1,0.0,3,10,4,0.4,89.25,3.020761493398643,92.875,2.375,3.625,2.050152433357091,57.875,7.094231811831356,58.875,6.160610765175804,1.0,4.499999999999999,0.0873251904011704,0.01983301073484261,-0.01813125,0.01927302194779013,0.16813862075133917,0.03239939020943879,0.9859374846868084,0.001231291544525526,0.014062515313191687,0.0012312915445255453,0.03440776772715666,0.005627021839344948
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.0,2,0.2,0.1,0.0,5,10,4,0.4,89.25,3.020761493398643,91.25,3.7080992435478315,2.0,3.17214438511238,57.875,7.094231811831356,58.5,5.93717104351896,0.6249999999999993,3.8017265814363856,0.08230257645132952,0.020927792458405627,-0.016181250000000005,0.01960831695352765,0.17889640839341892,0.032744119497261026,0.9724341931030608,0.0038647626724679545,0.02756580689693925,0.003864762672467946,0.054686719701995144,0.007759046708047666
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.0,2,0.2,0.1,0.0,8,10,2,0.2,89.25,3.020761493398643,88.75,5.70087712549569,-0.5,4.879805323985784,57.875,7.094231811831356,57.5,5.09288719686584,-0.375,5.063657275132272,0.07259902535864966,0.023687216427923857,-0.01634375,0.018987166718602327,0.19085917815610598,0.03773628682509501,0.94626730610298,0.010487406224575316,0.053732693897019936,0.01048740622457533,0.080720370964663,0.00869261559588055
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.0,2,0.2,0.1,0.05,1,10,4,0.4,89.25,3.020761493398643,93.5,3.152380053229623,4.25,2.6339134382131846,57.875,7.094231811831356,59.125,6.375000000000001,1.2499999999999987,4.6097722286464435,0.09110445722952135,0.018823294495075985,-0.01376875,0.019764112837413167,0.15384380095508465,0.0305819237515846,0.9960736224598257,0.00013741269220780662,0.003926377540174403,0.00013741269220780573,0.012064471139793961,0.0022757321034676007
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.0,2,0.2,0.1,0.05,2,10,4,0.4,89.25,3.020761493398643,93.0,2.5124689052802225,3.75,1.9364916731037085,57.875,7.094231811831356,59.125,6.175809663517814,1.2499999999999987,4.330127018922194,0.08937323103673406,0.01948893510240171,-0.015381249999999999,0.019545603725646336,0.16083047322006863,0.0310959855339128,0.9913130445940528,0.0004524850067396276,0.008686955405947164,0.0004524850067396068,0.023533506101488688,0.004121415451677801
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.0,2,0.2,0.1,0.05,3,10,4,0.4,89.25,3.020761493398643,92.875,2.375,3.625,2.050152433357091,57.875,7.094231811831356,58.875,6.160610765175804,1.0,4.499999999999999,0.08729664442827925,0.019825530060100342,-0.018056250000000003,0.01924576252061736,0.16813858043271995,0.032394867147989066,0.9857490194975943,0.0012044874635223812,0.01425098050240558,0.001204487463522383,0.0343270896982763,0.005626704589057182
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.0,2,0.2,0.1,0.05,5,10,4,0.4,89.25,3.020761493398643,91.25,3.7080992435478315,2.0,3.17214438511238,57.875,7.094231811831356,58.5,5.93717104351896,0.6249999999999993,3.8017265814363856,0.08226316706284706,0.020916218468645845,-0.016181250000000005,0.01960831695352765,0.17884896086253219,0.032693134735686226,0.9721436295126742,0.0038126561963306937,0.027856370487325803,0.003812656196330701,0.05456236953776104,0.007764419870958421
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.0,2,0.2,0.1,0.05,8,10,2,0.2,89.25,3.020761493398643,88.75,5.70087712549569,-0.5,4.879805323985784,57.875,7.094231811831356,57.5,5.09288719686584,-0.375,5.063657275132272,0.07254579699918395,0.02367214662529883,-0.01630625,0.01898996856895766,0.19086342597239406,0.03772415350405015,0.9458631295005994,0.010394767524725198,0.05413687049940082,0.010394767524725174,0.08054122316123141,0.008699410336744876
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.02,0.02,0.0,1,10,8,0.8,75.0,8.6421930087218,93.125,2.8641098093474,18.125,7.588025105388094,51.5,7.599342076785332,59.0,7.0,7.5,6.274950199005565,0.09258584210358095,0.018413961302917257,-0.05371875,0.020890319977204756,0.1462664533346641,0.03077367280082689,0.9998122324553693,3.2859857330905984e-06,0.0001877675446308212,3.2859857330930692e-06,0.0001748526127418987,8.608025216568668e-05
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.02,0.02,0.0,2,10,8,0.8,75.0,8.6421930087218,93.25,3.020761493398643,18.25,7.314369419163896,51.5,7.599342076785332,58.875,7.103036322587686,7.375,6.261239893184095,0.09251191782488605,0.018443195696392214,-0.05359375000000001,0.020948448629910525,0.1463437549436767,0.030668693108278897,0.9996245494312472,7.95501522802516e-06,0.00037545056875277073,7.955015228043975e-06,0.00034319536674731657,9.76965757388862e-05
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.02,0.02,0.0,3,10,8,0.8,75.0,8.6421930087218,92.75,2.839454172900137,17.75,7.305819598101228,51.5,7.599342076785332,58.875,7.103036322587686,7.375,6.261239893184095,0.09243591186590493,0.018411456130805547,-0.053756250000000005,0.020878614956457243,0.14652651715871262,0.030827419489096616,0.9994360940020115,1.07485817518873e-05,0.0005639059979884368,1.0748581751877522e-05,0.0004851865591144398,0.00012613583550305073
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.02,0.02,0.0,5,10,8,0.8,75.0,8.6421930087218,93.375,3.2137400330456103,18.375,7.542587420772794,51.5,7.599342076785332,58.75,7.004462863060949,7.25,6.067330549755796,0.09233862322260393,0.018443831385888114,-0.054081250000000004,0.0207554360349283,0.14692464344428516,0.03032758304502697,0.9990602542219585,1.513243474448693e-05,0.0009397457780414891,1.5132434744467792e-05,0.0008918290576658873,0.00026942520929662853
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.02,0.02,0.0,8,10,8,0.8,75.0,8.6421930087218,93.25,3.122498999199199,18.25,7.420411039827914,51.5,7.599342076785332,58.625,7.125,7.124999999999997,6.073765306628168,0.09217972332640785,0.01844388224929553,-0.05423125000000001,0.019644234204977302,0.14752211149643132,0.030323951734235324,0.9984938256077178,2.7117502922074823e-05,0.0015061743922821194,2.711750292209745e-05,0.0014960166068816608,0.00039162584941391523
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.02,0.02,0.05,1,10,8,0.8,75.0,8.6421930087218,93.125,2.8641098093474,18.125,7.588025105388094,51.5,7.599342076785332,59.0,7.0,7.5,6.274950199005565,0.0925857458916289,0.018413944750636554,-0.05371875,0.020890319977204756,0.14626637047286922,0.030774221592222012,0.9998118462724335,3.290491117485794e-06,0.00018815372756657,3.2904911174719904e-06,0.00017465607480799484,8.613947918539388e-05
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.02,0.02,0.05,2,10,8,0.8,75.0,8.6421930087218,93.25,3.020761493398643,18.25,7.314369419163896,51.5,7.599342076785332,58.875,7.103036322587686,7.375,6.261239893184095,0.0925117409932136,0.018443191504522248,-0.05359375000000001,0.020948448629910525,0.14634558501373923,0.03066793642084736,0.9996237782520738,7.966818488227108e-06,0.0003762217479259863,7.966818488225732e-06,0.0003427953601045311,9.769217091840398e-05
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.02,0.02,0.05,3,10,8,0.8,75.0,8.6421930087218,92.75,2.839454172900137,17.75,7.305819598101228,51.5,7.599342076785332,58.875,7.103036322587686,7.375,6.261239893184095,0.09243565263372147,0.01841140363873137,-0.053756250000000005,0.020878614956457243,0.14652421629736143,0.030826964798740836,0.9994349370581702,1.0765500614695424e-05,0.0005650629418298679,1.076550061464793e-05,0.00048455615780166613,0.00012612119499161016
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.02,0.02,0.05,5,10,8,0.8,75.0,8.6421930087218,93.375,3.2137400330456103,18.375,7.542587420772794,51.5,7.599342076785332,58.75,7.004462863060949,7.25,6.067330549755796,0.09233825868723217,0.018443769911120504,-0.054081250000000004,0.0207554360349283,0.14692291399418553,0.030325651185926658,0.9990583307591283,1.5155115727882721e-05,0.0009416692408718106,1.5155115727862787e-05,0.0008908659656644641,0.00026943298163326594
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.02,0.02,0.05,8,10,8,0.8,75.0,8.6421930087218,93.25,3.122498999199199,18.25,7.420411039827914,51.5,7.599342076785332,58.625,7.125,7.124999999999997,6.073765306628168,0.09217919031420024,0.018443780331883316,-0.05423125000000001,0.019644234204977302,0.14752674961442927,0.030325110448234677,0.9984907555887336,2.716221942021389e-05,0.00150924441126643,2.7162219420163112e-05,0.0014945442285671357,0.0003916126886688798
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.02,0.05,0.0,1,10,8,0.8,75.0,8.6421930087218,93.25,3.020761493398643,18.25,7.314369419163896,51.5,7.599342076785332,59.0,7.0,7.5,6.274950199005565,0.09236646836819999,0.01839915547875185,-0.054906250000000004,0.02014552524755808,0.145840671255114,0.030540207530898613,0.9988276316731535,2.0066400339183527e-05,0.0011723683268465676,2.0066400339195985e-05,0.00010963191135469628,0.00020067221679009512
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.02,0.05,0.0,2,10,8,0.8,75.0,8.6421930087218,93.25,2.9154759474226504,18.25,7.441438033068607,51.5,7.599342076785332,59.125,6.824816847359349,7.625,6.261239893184095,0.09210843954671873,0.018458665709200562,-0.054743749999999994,0.02018103998806801,0.14584120607202244,0.03030506841809555,0.99765851366925,4.9194064219679694e-05,0.0023414863307500747,4.919406421971102e-05,0.0002016025497852796,0.00017850807929915263
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.02,0.05,0.0,3,10,8,0.8,75.0,8.6421930087218,93.125,2.918154382482188,18.125,7.315437444199765,51.5,7.599342076785332,59.0,6.932712311931024,7.5,6.249999999999999,0.09182968636705482,0.018361445191899046,-0.05476875,0.01996371317540903,0.14638647177024475,0.03069375744215057,0.9964896177781661,6.738436676370212e-05,0.0035103822218339647,6.738436676363622e-05,0.0002279252578413612,0.00023822200016452024
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.02,0.05,0.0,5,10,8,0.8,75.0,8.6421930087218,93.375,2.907425837403252,18.375,7.563274753702921,51.5,7.599342076785332,59.0,7.3484692283495345,7.5,6.1237243569579425,0.09141548328509089,0.01839861902213837,-0.054643750000000005,0.019761820038903304,0.14731701802475242,0.029428954683313826,0.9941621736023519,0.00010027083911169083,0.00583782639764806,0.00010027083911168693,0.0005900336045292271,0.0005107918643386968
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.02,0.05,0.0,8,10,8,0.8,75.0,8.6421930087218,93.375,2.907425837403252,18.375,7.563274753702921,51.5,7.599342076785332,59.125,7.375000000000002,7.624999999999997,5.658235148878138,0.09075093281986482,0.01836876030935955,-0.05394374999999999,0.019163506985935535,0.14878984550052626,0.029866554045212663,0.9906905634646517,0.0001736513201092032,0.009309436535348267,0.00017365132010918878,0.0011170812536716295,0.0007226962714703967
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.02,0.05,0.05,1,10,8,0.8,75.0,8.6421930087218,93.25,3.020761493398643,18.25,7.314369419163896,51.5,7.599342076785332,59.0,7.0,7.5,6.274950199005565,0.0923660556743198,0.018399088723666062,-0.054906250000000004,0.02014552524755808,0.14583561566178357,0.030538134685000086,0.9988252211601936,2.0092620926109662e-05,0.00117477883980645,2.0092620926109246e-05,0.00010845873523420658,0.0002008279234189786
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.02,0.05,0.05,2,10,8,0.8,75.0,8.6421930087218,93.25,2.9154759474226504,18.25,7.441438033068607,51.5,7.599342076785332,59.125,6.824816847359349,7.625,6.261239893184095,0.09210766792130017,0.018458579855081626,-0.054743749999999994,0.02018103998806801,0.14583428458555925,0.03030328674491086,0.9976537075916605,4.926454452442947e-05,0.0023462924083394563,4.926454452444165e-05,0.00019923887344316086,0.00017844448852266925
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.02,0.05,0.05,3,10,8,0.8,75.0,8.6421930087218,93.125,2.918154382482188,18.125,7.315437444199765,51.5,7.599342076785332,59.0,6.932712311931024,7.5,6.249999999999999,0.09182851997720717,0.018361222885634663,-0.05476875,0.01996371317540903,0.14638151277150221,0.030679641096317753,0.9964824258944107,6.74867767308297e-05,0.0035175741055893475,6.748677673085212e-05,0.00022430769198703224,0.00023823076603281414
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.02,0.05,0.05,5,10,8,0.8,75.0,8.6421930087218,93.375,2.907425837403252,18.375,7.563274753702921,51.5,7.599342076785332,59.0,7.3484692283495345,7.5,6.1237243569579425,0.09141374320635805,0.018398301342977787,-0.054643750000000005,0.019761820038903304,0.14731948211119678,0.0294258560131597,0.994150250373,0.00010042005261677486,0.005849749626999956,0.00010042005261680352,0.000584243229196018,0.0005106440648640685
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.02,0.05,0.05,8,10,8,0.8,75.0,8.6421930087218,93.375,2.907425837403252,18.375,7.563274753702921,51.5,7.599342076785332,59.125,7.375000000000002,7.624999999999997,5.658235148878138,0.09074824259772868,0.018368278294631137,-0.05394374999999999,0.019163506985935535,0.1487961224390279,0.029872637943684374,0.9906716656540706,0.00017392302606773007,0.009328334345929213,0.0001739230260677024,0.0011080319745349829,0.0007225219195157006
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.02,0.1,0.0,1,10,8,0.8,75.0,8.6421930087218,93.25,3.020761493398643,18.25,7.314369419163896,51.5,7.599342076785332,59.0,7.0,7.5,6.274950199005565,0.0917867083326928,0.01833374145967462,-0.05378125,0.019563079064912045,0.14501499613990582,0.030507699720659073,0.9953224296238737,7.767906216874224e-05,0.004677570376126145,7.767906216876838e-05,-0.0008693348765125709,0.00040136770911523416
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.02,0.1,0.0,2,10,8,0.8,75.0,8.6421930087218,93.125,2.918154382482188,18.125,7.315437444199765,51.5,7.599342076785332,59.375,7.16436494045355,7.875,6.301041580564279,0.09099653208333622,0.018369528657677717,-0.05366875,0.019307580279517164,0.1447328007010617,0.02961030622789001,0.9906848313296441,0.0001935511108978084,0.009315168670355856,0.0001935511108977687,-0.0017717235327001032,0.00031367967121214525
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.02,0.1,0.0,3,10,8,0.8,75.0,8.6421930087218,93.25,2.9154759474226504,18.25,7.441438033068607,51.5,7.599342076785332,58.75,6.661456297237114,7.25,6.294839156007084,0.09013208506134104,0.01813374976144241,-0.05446875000000001,0.01995422495989258,0.1460086688152475,0.030429416380240114,0.9860879416935167,0.00027138403934733377,0.013912058306483534,0.0002713840393473743,-0.0027896124329298464,0.0005462924378649818
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.02,0.1,0.0,5,10,8,0.8,75.0,8.6421930087218,93.125,2.918154382482188,18.125,7.315437444199765,51.5,7.599342076785332,58.75,6.869315832017043,7.249999999999997,6.609652033201141,0.08877628345886478,0.01811525213358452,-0.05259375000000001,0.018970351044458825,0.1476104943610503,0.027998739612360136,0.9769853999351042,0.00043959165220659746,0.02301460006489591,0.00043959165220662836,-0.004183648957560409,0.0008311996349979128
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.02,0.1,0.0,8,10,8,0.8,75.0,8.6421930087218,93.125,3.4573291714848327,18.125,7.098635432250341,51.5,7.599342076785332,59.0,7.241374178980121,7.5,6.046693311223911,0.08673361192268203,0.01799469782420153,-0.05320625,0.019939494414352638,0.1502159504007728,0.029434177930458955,0.9636959557453603,0.000742611356579337,0.03630404425463986,0.0007426113565793246,-0.0062305502552602475,0.0013040766479730846
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.02,0.1,0.05,1,10,8,0.8,75.0,8.6421930087218,93.25,3.020761493398643,18.25,7.314369419163896,51.5,7.599342076785332,59.0,7.0,7.5,6.274950199005565,0.09178532576461293,0.01833349646040349,-0.05378125,0.019563079064912045,0.14501387774338861,0.03050553351703741,0.9953128255125003,7.777311804826248e-05,0.004687174487499694,7.777311804824024e-05,-0.0008739426504838259,0.00040188645742068706
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.02,0.1,0.05,2,10,8,0.8,75.0,8.6421930087218,93.125,2.918154382482188,18.125,7.315437444199765,51.5,7.599342076785332,59.375,7.16436494045355,7.875,6.301041580564279,0.09099385781886668,0.018369118212976394,-0.05366875,0.019307580279517164,0.1447361903030281,0.02959862839471138,0.9906657695652223,0.0001938128815948152,0.009334230434777683,0.000193812881594876,-0.0017809464500521885,0.0003144066608153506
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.02,0.1,0.05,3,10,8,0.8,75.0,8.6421930087218,93.25,2.9154759474226504,18.25,7.441438033068607,51.5,7.599342076785332,58.75,6.661456297237114,7.25,6.294839156007084,0.09012809452746297,0.01813296433934667,-0.05446875000000001,0.01995422495989258,0.1460050674141063,0.03044020309371351,0.986059584115073,0.0002717742732309649,0.013940415884927107,0.00027177427323098424,-0.002803513518826011,0.0005478228379067862
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.02,0.1,0.05,5,10,8,0.8,75.0,8.6421930087218,93.125,2.918154382482188,18.125,7.315437444199765,51.5,7.599342076785332,58.75,6.869315832017043,7.249999999999997,6.609652033201141,0.08876998124760575,0.01811421710857875,-0.05259375000000001,0.018970351044458825,0.14759529888023531,0.027989483521406757,0.9769387746969332,0.00044024359516576725,0.02306122530306676,0.00044024359516572925,-0.004206135395287957,0.000832381512992197
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.02,0.1,0.05,8,10,8,0.8,75.0,8.6421930087218,93.125,3.4573291714848327,18.125,7.098635432250341,51.5,7.599342076785332,59.0,7.241374178980121,7.5,6.046693311223911,0.08672428132915229,0.017993125834464056,-0.05320625,0.019939494414352638,0.15019491282274006,0.029418695003762162,0.9636232748903965,0.0007437195497311927,0.03637672510960356,0.0007437195497311869,-0.006265557229725167,0.0013069336863630546
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.05,0.02,0.0,1,10,8,0.8,75.0,8.6421930087218,93.125,2.8641098093474,18.125,7.588025105388094,51.5,7.599342076785332,59.0,7.0,7.5,6.274950199005565,0.09256337791586702,0.018430879257195183,-0.05371875,0.020890319977204756,0.14657994264406082,0.030750253218015156,0.9998262260439035,6.447113067766419e-06,0.0001737739560965659,6.447113067775591e-06,0.0005994162451574014,0.0001407496682809654
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.05,0.02,0.0,2,10,8,0.8,75.0,8.6421930087218,93.25,3.020761493398643,18.25,7.314369419163896,51.5,7.599342076785332,59.0,7.0,7.5,6.274950199005565,0.09246570533519843,0.018482401930737854,-0.053518750000000004,0.02094730740453293,0.14690478871162088,0.03064446168937414,0.9996503653371308,1.3317022600572572e-05,0.0003496346628692756,1.3317022600620394e-05,0.0011917907812782347,0.0002446627425068175
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.05,0.02,0.0,3,10,8,0.8,75.0,8.6421930087218,93.125,3.023346655611956,18.125,7.186141175902404,51.5,7.599342076785332,58.875,7.103036322587686,7.375,6.261239893184095,0.09236342152638827,0.018469120113315297,-0.05368125,0.02087805366886483,0.14741810436282454,0.030869746524515743,0.9994722382666235,1.702844545146726e-05,0.0005277617333765365,1.7028445451481864e-05,0.0017576285256449924,0.0003451054432184703
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.05,0.02,0.0,5,10,8,0.8,75.0,8.6421930087218,93.25,3.122498999199199,18.25,7.420411039827914,51.5,7.599342076785332,58.75,7.004462863060949,7.25,6.067330549755796,0.09220837044122164,0.01853329887583125,-0.054081250000000004,0.0207554360349283,0.1483176745031696,0.03037706721983949,0.9991101257884981,2.2657368486816655e-05,0.0008898742115017695,2.2657368486762394e-05,0.00300287127704804,0.0006324354337754904
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.05,0.02,0.0,8,10,8,0.8,75.0,8.6421930087218,93.25,3.122498999199199,18.25,7.420411039827914,51.5,7.599342076785332,58.625,7.125,7.124999999999997,6.073765306628168,0.0919631724523788,0.018593598419637175,-0.05436875,0.01971793678988753,0.14980612081482872,0.030470423852185076,0.9985492029306193,3.2153178674524166e-05,0.0014507970693808715,3.215317867446697e-05,0.004863596573416441,0.0009616519022217018
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.05,0.02,0.05,1,10,8,0.8,75.0,8.6421930087218,93.125,2.8641098093474,18.125,7.588025105388094,51.5,7.599342076785332,59.0,7.0,7.5,6.274950199005565,0.09256313967445748,0.018430836928756487,-0.05371875,0.020890319977204756,0.1465814098881615,0.03075043411305778,0.9998253059294848,6.468008319738603e-06,0.00017469407051533977,6.468008319740703e-06,0.0005989562921074429,0.00014079940835757978
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.05,0.02,0.05,2,10,8,0.8,75.0,8.6421930087218,93.25,3.020761493398643,18.25,7.314369419163896,51.5,7.599342076785332,59.0,7.0,7.5,6.274950199005565,0.09246527550232712,0.018482397910881035,-0.053518750000000004,0.02094730740453293,0.1469002609436151,0.030644136098208652,0.9996485291993578,1.3367635181772718e-05,0.00035147080064219436,1.3367635181781967e-05,0.001190853288689002,0.00024457830086386715
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.05,0.02,0.05,3,10,8,0.8,75.0,8.6421930087218,93.125,3.023346655611956,18.125,7.186141175902404,51.5,7.599342076785332,58.875,7.103036322587686,7.375,6.261239893184095,0.09236278284282888,0.01846897420680082,-0.05368125,0.02087805366886483,0.14740987627623736,0.03086577268866346,0.9994694873356297,1.7098325679198123e-05,0.0005305126643702459,1.7098325679199305e-05,0.0017561479307509642,0.0003449172661733554
animals,vit_base_patch16_224,cls,layer_11,occlusion,0.5,0.01,2,0.05,0.02,0.05,5,10,8,0.8,75.0,8.6421930087218,93.25,3.122498999199199,18.25,7.420411039827914,51.5,7.599342076785332,58.75,7.004462863060949,7.25,6.067330549755796,0.09220748615975026,0.018533158291650885,-0.054081250000000004,0.0207554360349283,0.14831247899546135,0.0303796303762851,0.9991055599833357,2.2771036164860487e-05,0.0008944400166642351,2.277103616485124e-05,0.0030006235029636026,0.0006323120480620593
